"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"471","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","59.8800","202509","25","20,900","210","9","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","25.10.16"
"472","충청북도 청주시 흥덕구 가경동","2220","2220","0000","청주가경IPARK1차","84.6900","202509","25","59,500","-","17","개인","개인","2019","서현로 66","-","중개거래","충북 청주시 흥덕구","-"
"473","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","59.8800","202509","25","18,100","-","2","법인","개인","2000","증안로 77","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-"
"474","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202509","25","21,000","-","11","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","-"
"475","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","99.1260","202509","25","70,000","-","23","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"476","충청북도 청주시 흥덕구 봉명동","2193","2193","0000","세원","123.9900","202509","25","22,800","-","4","개인","개인","1993","월명로 136","-","중개거래","충북 청주시 흥덕구","-"
"477","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","84.9664","202509","25","58,000","-","6","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","-"
"478","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.0020","202509","24","66,400","202","23","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.11.03"
"479","충청북도 청주시 흥덕구 오송읍 만수리","549","0549","0000","오송경남아너스빌","84.9100","202509","24","30,000","204","3","개인","개인","2009","오송생명5로 201","-","중개거래","충북 청주시 흥덕구","25.10.20"
"480","충청북도 청주시 흥덕구 강내면 탑연리","301-1","0301","0001","주은반석","84.9896","202509","24","15,000","102","3","개인","개인","2000","태성탑연로 391-28","-","중개거래","충북 청주시 흥덕구","25.10.27"
"481","충청북도 청주시 흥덕구 가경동","2236","2236","0000","청주가경아이파크2단지","105.3700","202509","24","68,000","-","7","개인","개인","2020","서현로 68","-","중개거래","충북 청주시 흥덕구","-"
"482","충청북도 청주시 흥덕구 송절동","690","0690","0000","청주테크노폴리스지웰아파트","84.9674","202509","24","50,000","-","16","개인","개인","2020","송화로108번길 42","-","중개거래","충북 청주시 흥덕구","-"
"483","충청북도 청주시 흥덕구 송절동","690","0690","0000","청주테크노폴리스지웰아파트","84.9674","202509","24","49,500","-","14","개인","개인","2020","송화로108번길 42","-","중개거래","충북 청주시 흥덕구","-"
"484","충청북도 청주시 흥덕구 복대동","2461","2461","0000","세원느티마을","59.9800","202509","23","17,000","101","8","개인","개인","1999","진재로 67","-","직거래","-","25.09.24"
"485","충청북도 청주시 흥덕구 강내면 월곡리","82-1","0082","0001","흥덕칸타빌더뉴","59.9755","202509","23","26,048","-","3","개인","개인","2024","가로수로 640-47","-","직거래","-","-"
"486","충청북도 청주시 흥덕구 운천동","677-1","0677","0001","진양","59.9400","202509","23","8,900","-","3","개인","개인","1987","사운로 257","-","중개거래","충북 청주시 흥덕구","-"
"487","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.0020","202509","23","66,750","201","21","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.10.30"
"488","충청북도 청주시 흥덕구 가경동","1514","1514","0000","삼일원앙","59.9400","202509","23","15,350","-","13","개인","개인","1997","가경로 100-20","-","중개거래","충북 청주시 흥덕구","-"
"489","충청북도 청주시 흥덕구 가경동","1761","1761","0000","가로수마을한라비발디","84.9650","202509","23","37,500","-","12","개인","개인","2008","서현서로 40","-","중개거래","충북 청주시 흥덕구","-"
"490","충청북도 청주시 흥덕구 가경동","1761","1761","0000","가로수마을한라비발디","84.9770","202509","23","38,500","-","7","개인","개인","2008","서현서로 40","-","중개거래","충북 청주시 흥덕구","-"
"491","충청북도 청주시 흥덕구 비하동","300","0300","0000","효성아파트","59.9000","202509","23","13,200","203","9","개인","개인","1995","2순환로1050번길 39","-","중개거래","충북 청주시 흥덕구","25.09.23"
"492","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","162.6260","202509","23","118,000","-","44","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"493","충청북도 청주시 흥덕구 신봉동","177","0177","0000","우림필유","84.9081","202509","22","27,700","-","7","개인","개인","2007","사운로359번길 13","-","중개거래","충북 청주시 흥덕구","-"
"494","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","84.9535","202509","22","49,900","-","16","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"495","충청북도 청주시 흥덕구 가경동","1507","1507","0000","효성","117.4200","202509","22","27,000","103동","9","개인","개인","1997","가경로 61","-","중개거래","충북 청주시 흥덕구","25.09.25"
"496","충청북도 청주시 흥덕구 가경동","1511","1511","0000","대원","59.9400","202509","22","16,800","-","14","개인","개인","1997","가경로 120","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-"
"497","충청북도 청주시 흥덕구 가경동","1189","1189","0000","형석1","72.6100","202509","22","18,800","-","13","개인","개인","1992","가경로 158","-","중개거래","충북 청주시 흥덕구","-"
"498","충청북도 청주시 흥덕구 송절동","850","0850","0000","테크노폴리스우미린","84.9821","202509","22","44,500","-","4","개인","개인","2018","송화로214번길 29","-","중개거래","충북 청주시 흥덕구","-"
"499","충청북도 청주시 흥덕구 가경동","2258","2258","0000","가경자이","75.7676","202509","22","54,400","-","18","개인","개인","2020","서현로 30","-","중개거래","충북 청주시 흥덕구","-"
"500","충청북도 청주시 흥덕구 옥산면 가락리","981","0981","0000","청주리버파크자이","84.9880","202509","22","33,000","-","17","개인","개인","2019","오송가락로 1056","-","중개거래","충북 청주시 흥덕구","-"
"501","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","30.4200","202509","22","5,300","105","6","개인","개인","1994","사운로 278","-","중개거래","충북 청주시 흥덕구","25.10.13"
"502","충청북도 청주시 흥덕구 가경동","1511","1511","0000","대원","59.9400","202509","22","17,600","102동","6","개인","개인","1997","가경로 120","-","직거래","-","25.09.29"
"503","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.7397","202509","21","36,800","-","4","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","-"
"504","충청북도 청주시 흥덕구 가경동","2236","2236","0000","청주가경아이파크2단지","84.9500","202509","21","58,500","-","24","개인","개인","2020","서현로 68","-","중개거래","충북 청주시 흥덕구","-"
"505","충청북도 청주시 흥덕구 복대동","3377","3377","0000","신영지웰","84.8420","202509","21","44,200","-","13","개인","개인","2009","진재로103번길 37","-","중개거래","충북 청주시 흥덕구","-"
"506","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.1350","202509","21","64,500","201","8","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.09.30"
"507","충청북도 청주시 흥덕구 복대동","993","0993","0000","덕일","49.6100","202509","21","10,000","-","4","개인","개인","1989","복대로 149","-","중개거래","충북 청주시 흥덕구","-"
"508","충청북도 청주시 흥덕구 송절동","690","0690","0000","청주테크노폴리스지웰아파트","84.9674","202509","21","47,500","-","19","개인","개인","2020","송화로108번길 42","-","중개거래","충북 청주시 흥덕구","-"
"509","충청북도 청주시 흥덕구 가경동","2258","2258","0000","가경자이","84.8390","202509","21","58,000","-","17","개인","개인","2020","서현로 30","-","중개거래","충북 청주시 흥덕구","-"
"510","충청북도 청주시 흥덕구 가경동","1510","1510","0000","세원가경골","59.7600","202509","21","16,900","-","15","개인","개인","1997","가경로 134","-","중개거래","충북 청주시 흥덕구","-"
"511","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","84.9535","202509","21","47,000","-","3","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"512","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","74.3861","202509","21","42,500","-","6","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"513","충청북도 청주시 흥덕구 가경동","1514","1514","0000","삼일원앙","59.9400","202509","21","15,300","-","12","개인","법인","1997","가경로 100-20","-","중개거래","충북 청주시 흥덕구","-"
"514","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.8447","202509","21","37,700","206동","21","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.10.24"
"515","충청북도 청주시 흥덕구 강내면 월곡리","428","0428","0000","청원쌍용예가1단지","84.9500","202509","20","20,000","-","9","개인","개인","2007","탑연월곡길 62-13","-","중개거래","충북 청주시 흥덕구","-"
"516","충청북도 청주시 흥덕구 송절동","850","0850","0000","테크노폴리스우미린","84.9365","202509","20","46,800","-","10","개인","개인","2018","송화로214번길 29","-","중개거래","충북 청주시 흥덕구","-"
"517","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9822","202509","20","31,000","-","3","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","-"
"518","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.8447","202509","20","29,000","-","1","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","-"
"519","충청북도 청주시 흥덕구 비하동","823","0823","0000","청주비하1차대광로제비앙","84.9860","202509","20","38,800","-","19","개인","개인","2018","가로수로1131번길 11","-","중개거래","충북 청주시 흥덕구","-"
"520","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","74.3861","202509","20","40,700","-","1","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"521","충청북도 청주시 흥덕구 비하동","311-4","0311","0004","송곡그린","59.8500","202509","20","13,200","-","15","개인","개인","2000","2순환로 1036","-","중개거래","충북 청주시 흥덕구","-"
"522","충청북도 청주시 흥덕구 강서동","583","0583","0000","가경아이파크5단지","84.7993","202509","20","56,500","-","6","개인","개인","2023","서부로 1123","-","중개거래","충북 청주시 흥덕구","-"
"523","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202509","20","20,900","201","13","개인","개인","2000","증안로 77","-","중개거래","충북 청주시 흥덕구","25.10.01"
"524","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","152.6520","202509","20","134,500","-","29","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"525","충청북도 청주시 흥덕구 복대동","221-7","0221","0007","대원","80.3200","202509","20","19,900","-","14","개인","개인","1999","죽천로146번길 6","-","중개거래","충북 청주시 흥덕구","-"
"526","충청북도 청주시 흥덕구 봉명동","1602","1602","0000","주공2","61.7700","202509","20","12,000","112","4","개인","개인","1985","직지대로581번길 33-12","-","직거래","-","25.10.16"
"527","충청북도 청주시 흥덕구 오송읍 연제리","736","0736","0000","오송호반베르디움","84.9636","202509","20","38,000","-","24","개인","개인","2010","오송생명3로 111","-","중개거래","충북 청주시 흥덕구","-"
"528","충청북도 청주시 흥덕구 가경동","1579","1579","0000","가경주공8단지","84.9400","202509","20","31,500","-","14","개인","개인","2005","풍년로 56","-","중개거래","충북 청주시 흥덕구","-"
"529","충청북도 청주시 흥덕구 가경동","1510","1510","0000","세원가경골","59.7600","202509","20","17,500","-","12","개인","개인","1997","가경로 134","-","중개거래","충북 청주시 흥덕구","-"
"530","충청북도 청주시 흥덕구 강서동","583","0583","0000","가경아이파크5단지","101.5539","202509","19","63,000","-","1","개인","개인","2023","서부로 1123","-","중개거래","충북 청주시 흥덕구","-"
"531","충청북도 청주시 흥덕구 가경동","1764","1764","0000","가경이-편한세상","159.7844","202509","19","76,000","502","11","개인","개인","2008","서현북로 15","-","중개거래","충북 청주시 흥덕구","25.10.15"
"532","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","133.8688","202509","19","37,000","-","10","개인","개인","2006","가로수로1131번길 101","-","중개거래","충북 청주시 흥덕구","-"
"533","충청북도 청주시 흥덕구 강서동","583","0583","0000","가경아이파크5단지","84.8833","202509","19","58,000","-","15","개인","개인","2023","서부로 1123","-","중개거래","충북 청주시 흥덕구","-"
"534","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","59.9446","202509","19","38,000","-","17","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"535","충청북도 청주시 흥덕구 가경동","2220","2220","0000","청주가경IPARK1차","84.6900","202509","19","60,000","-","17","개인","개인","2019","서현로 66","-","중개거래","충북 청주시 흥덕구","-"
"536","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202509","19","21,050","214","9","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","25.10.24"
"537","충청북도 청주시 흥덕구 복대동","171-1","0171","0001","덕성그린","29.7600","202509","19","3,500","-","6","개인","개인","1996","신율로180번길 34","-","중개거래","충북 청주시 흥덕구","25.09.26"
"538","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.1350","202509","19","62,000","-","12","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","-"
"539","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202509","19","20,000","209","2","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","25.09.19"
"540","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9822","202509","19","35,000","209동","19","개인","개인","2023","오송생명7로 151","-","직거래","-","25.10.01"
"541","충청북도 청주시 흥덕구 비하동","823","0823","0000","청주비하1차대광로제비앙","84.9418","202509","19","38,500","-","24","개인","개인","2018","가로수로1131번길 11","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-"
"542","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","59.9721","202509","19","39,800","108","5","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","25.10.17"
"543","충청북도 청주시 흥덕구 송절동","846","0846","0000","청주테크노폴리스우방아이유쉘2단지","84.3537","202509","19","45,000","-","7","개인","개인","2018","송화로108번길 111","-","중개거래","충북 청주시 흥덕구","-"
"544","충청북도 청주시 흥덕구 복대동","2456","2456","0000","아름다운나날영조1","59.3291","202509","18","19,000","108","12","개인","개인","2003","증안로 21","-","중개거래","충북 청주시 흥덕구","25.10.30"
"545","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","99.1260","202509","18","68,500","-","9","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"546","충청북도 청주시 흥덕구 복대동","2456","2456","0000","아름다운나날영조1","59.3291","202509","18","19,900","105","8","개인","개인","2003","증안로 21","-","중개거래","충북 청주시 흥덕구","25.09.30"
"547","충청북도 청주시 흥덕구 오송읍 연제리","700","0700","0000","오송힐데스하임","174.7978","202509","18","80,000","-","20","개인","개인","2010","오송생명1로 152","-","중개거래","충북 청주시 흥덕구","-"
"548","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","59.9318","202509","18","19,300","120동","14","개인","개인","2016","가락길 60","-","중개거래","충북 청주시 흥덕구","25.09.23"
"549","충청북도 청주시 흥덕구 송절동","850","0850","0000","테크노폴리스우미린","84.9821","202509","18","48,000","-","16","개인","개인","2018","송화로214번길 29","-","중개거래","충북 청주시 흥덕구","-"
"550","충청북도 청주시 흥덕구 송절동","850","0850","0000","테크노폴리스우미린","84.9361","202509","18","46,300","-","13","개인","개인","2018","송화로214번길 29","-","중개거래","충북 청주시 흥덕구","-"
"551","충청북도 청주시 흥덕구 강내면 월곡리","432","0432","0000","강내두진하트리움","65.7200","202509","18","23,000","105동","2","개인","개인","2018","월곡길 23-13","-","중개거래","충북 청주시 흥덕구","25.10.22"
"552","충청북도 청주시 흥덕구 복대동","3403","3403","0000","청주복대2차두진하트리움아파트","74.8923","202509","18","38,800","-","2","개인","개인","2018","대신로73번길 50","-","중개거래","충북 청주시 흥덕구","-"
"553","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","99.7502","202509","18","31,500","-","6","개인","개인","2006","가로수로1131번길 101","-","중개거래","충북 청주시 흥덕구","-"
"554","충청북도 청주시 흥덕구 복대동","2461","2461","0000","세원느티마을","59.9800","202509","18","17,700","103","1","개인","개인","1999","진재로 67","-","중개거래","충북 청주시 흥덕구","25.10.22"
"555","충청북도 청주시 흥덕구 비하동","823","0823","0000","청주비하1차대광로제비앙","84.9860","202509","17","36,700","-","3","개인","개인","2018","가로수로1131번길 11","-","중개거래","충북 청주시 흥덕구","-"
"556","충청북도 청주시 흥덕구 가경동","2276","2276","0000","청주가경아이파크3단지","105.6400","202509","17","81,000","-","24","개인","개인","2021","서현로 62","-","중개거래","충북 청주시 흥덕구","-"
"557","충청북도 청주시 흥덕구 가경동","1515","1515","0000","덕일한마음","59.9800","202509","17","15,450","101동","10","개인","개인","1997","장구봉로 71","-","중개거래","충북 청주시 흥덕구","25.09.17"
"558","충청북도 청주시 흥덕구 복대동","3366","3366","0000","어울림","123.6100","202509","17","50,800","108","4","개인","개인","2009","대신로73번길 14","-","중개거래","충북 청주시 흥덕구","25.10.31"
"559","충청북도 청주시 흥덕구 복대동","2456","2456","0000","아름다운나날영조1","59.3291","202509","17","19,000","107","13","개인","개인","2003","증안로 21","-","중개거래","충북 청주시 흥덕구","25.10.31"
"560","충청북도 청주시 흥덕구 복대동","3034","3034","0000","하복대삼일","84.9000","202509","17","22,300","107동","6","개인","개인","1998","증안로 108","-","중개거래","충북 청주시 흥덕구","25.09.18"
"561","충청북도 청주시 흥덕구 복대동","3404","3404","0000","청주지웰시티푸르지오","84.6790","202509","17","64,800","-","46","개인","개인","2019","대농로 45","-","중개거래","전북 전주시 완산구, 충북 청주시 흥덕구","-"
"562","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","124.8160","202509","17","94,000","-","39","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"563","충청북도 청주시 흥덕구 송절동","851","0851","0000","청주테크노폴리스푸르지오","84.9950","202509","17","52,400","-","25","개인","개인","2018","송화로214번길 7","-","중개거래","충북 청주시 흥덕구","-"
"564","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","84.9664","202509","17","58,000","-","8","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","-"
"565","충청북도 청주시 흥덕구 봉명동","1855","1855","0000","푸른","44.1300","202509","17","9,450","103","2","개인","개인","1994","월명로 124","-","중개거래","충북 청주시 흥덕구","25.10.17"
"566","충청북도 청주시 흥덕구 강내면 탑연리","301-1","0301","0001","주은반석","84.9896","202509","17","15,000","101","1","개인","개인","2000","태성탑연로 391-28","-","중개거래","충북 청주시 흥덕구","25.10.27"
"567","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","99.9702","202509","17","63,000","102","6","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","25.10.01"
"568","충청북도 청주시 흥덕구 오송읍 연제리","726","0726","0000","모아미래도","84.7627","202509","17","33,800","503","17","개인","개인","2010","오송생명3로 87","-","중개거래","충북 청주시 흥덕구","25.09.17"
"569","충청북도 청주시 흥덕구 비하동","260-45","0260","0045","미림","43.8300","202509","17","7,300","-","1","개인","개인","1990","청향로 10","-","중개거래","충북 청주시 흥덕구","25.10.23"
"570","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","84.9664","202509","16","50,500","105","1","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","25.10.30"
"571","충청북도 청주시 흥덕구 비하동","300","0300","0000","효성아파트","45.3200","202509","16","9,700","-","8","개인","법인","1995","2순환로1050번길 13-14","-","중개거래","충북 청주시 흥덕구","-"
"572","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202509","16","24,500","104동","5","개인","개인","2016","가락길 60","-","중개거래","충북 청주시 흥덕구","25.10.15"
"573","충청북도 청주시 흥덕구 가경동","2236","2236","0000","청주가경아이파크2단지","105.5800","202509","16","67,800","204동","18","개인","개인","2020","서현로 68","-","중개거래","충북 청주시 흥덕구","25.10.15"
"574","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.4990","202509","16","59,500","-","5","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","-"
"575","충청북도 청주시 흥덕구 강서동","45-1","0045","0001","우림","55.0800","202509","16","8,200","-","3","개인","개인","2001","가로수로1144번길 50","-","중개거래","충북 청주시 흥덕구","25.10.10"
"576","충청북도 청주시 흥덕구 오송읍 연제리","736","0736","0000","오송호반베르디움","84.8873","202509","16","37,500","-","28","개인","개인","2010","오송생명3로 111","-","중개거래","충북 청주시 흥덕구","-"
"577","충청북도 청주시 흥덕구 복대동","3377","3377","0000","신영지웰","84.7870","202509","16","42,700","107","3","개인","법인","2009","진재로103번길 37","-","중개거래","충북 청주시 흥덕구","25.10.21"
"578","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","124.8160","202509","16","93,000","109","17","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","25.10.31"
"579","충청북도 청주시 흥덕구 가경동","1515","1515","0000","덕일한마음","59.9800","202509","16","15,200","102동","11","개인","개인","1997","장구봉로 71","-","중개거래","충북 청주시 흥덕구","25.10.16"
"580","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","30.4200","202509","16","5,800","-","1","개인","개인","1994","사운로 278","20250922","중개거래","충북 청주시 흥덕구","-"
"581","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","30.4200","202509","16","5,800","105","1","개인","개인","1994","사운로 278","-","중개거래","충북 청주시 흥덕구","25.10.01"
"582","충청북도 청주시 흥덕구 비하동","300","0300","0000","효성아파트","45.3200","202509","16","9,800","-","15","개인","개인","1995","2순환로1050번길 13-14","-","중개거래","충북 청주시 흥덕구","-"
"583","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","59.9721","202509","16","40,450","108","7","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","25.09.24"
"584","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","84.9664","202509","16","50,500","-","9","개인","개인","2022","송화로 229","20251001","중개거래","충북 청주시 흥덕구","-"
"585","충청북도 청주시 흥덕구 송절동","846","0846","0000","청주테크노폴리스우방아이유쉘2단지","84.9725","202509","15","48,200","201동","16","개인","개인","2018","송화로108번길 111","-","중개거래","충북 청주시 흥덕구","25.10.30"
"586","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202509","15","24,500","118동","7","개인","개인","2016","가락길 60","-","직거래","-","25.09.19"
"587","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202509","15","24,500","-","8","개인","개인","2016","가락길 60","-","중개거래","충북 청주시 흥덕구","-"
"588","충청북도 청주시 흥덕구 신봉동","310","0310","0000","삼정백조","84.8100","202509","15","20,500","105","6","개인","개인","1995","1순환로513번길 33","-","중개거래","충북 청주시 흥덕구","25.10.20"
"589","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","133.8688","202509","15","35,000","104","10","개인","개인","2006","가로수로1131번길 101","-","중개거래","충북 청주시 흥덕구","25.10.24"
"590","충청북도 청주시 흥덕구 봉명동","1855","1855","0000","푸른","44.1300","202509","15","9,000","103","13","개인","개인","1994","월명로 124","-","중개거래","충북 청주시 흥덕구","25.09.29"
"591","충청북도 청주시 흥덕구 오송읍 연제리","740","0740","0000","오송대원칸타빌","84.9922","202509","15","34,000","703","11","개인","개인","2011","연제만수길 17","-","중개거래","충북 청주시 흥덕구","25.10.24"
"592","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202509","15","26,700","103동","15","개인","개인","2016","가락길 60","-","중개거래","충북 청주시 흥덕구","25.10.16"
"593","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","133.8688","202509","15","35,000","-","10","개인","개인","2006","가로수로1131번길 101","20250915","중개거래","충북 청주시 흥덕구","-"
"594","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","99.7502","202509","15","37,500","-","14","개인","개인","2006","가로수로1131번길 101","-","중개거래","충북 청주시 흥덕구","-"
"595","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","30.4200","202509","15","5,000","105","15","개인","개인","1994","사운로 278","-","중개거래","충북 청주시 흥덕구","25.09.22"
"596","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","30.4200","202509","15","6,000","-","12","개인","개인","1994","사운로 278","-","중개거래","충북 청주시 흥덕구","-"
"597","충청북도 청주시 흥덕구 비하동","809","0809","0000","청주비하계룡리슈빌2차","84.9607","202509","15","32,800","-","10","개인","개인","2009","비하로57번길 37","-","중개거래","충북 청주시 흥덕구","-"
"598","충청북도 청주시 흥덕구 복대동","3367","3367","0000","어울림","84.6270","202509","15","41,500","211","16","개인","개인","2009","대신로74번길 21","-","중개거래","충북 청주시 흥덕구","25.10.15"
"599","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","124.8160","202509","15","96,000","-","29","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"600","충청북도 청주시 흥덕구 복대동","2459","2459","0000","두진하트리움","59.9238","202509","15","18,800","-","7","개인","개인","1999","증안로 33","-","중개거래","충북 청주시 흥덕구","-"
"601","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","84.9637","202509","14","47,400","-","11","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","-"
"602","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9800","202509","14","35,000","-","23","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 청원구, 충북 청주시 흥덕구","-"
"603","충청북도 청주시 흥덕구 가경동","1510","1510","0000","세원가경골","41.8500","202509","14","10,900","109","3","개인","개인","1997","가경로 134","-","중개거래","충북 청주시 흥덕구","25.09.22"
