□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,,,,
계약일자 : 2025-01-01 ~ 2025-11-06,,,,,,,,,,,,,,,,,,,,
실거래구분 : 연립다세대(전월세),,,,,,,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,,,,,,
시도 : 충청북도,,,,,,,,,,,,,,,,,,,,
시군구 : 청주시 서원구,,,,,,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
,충청북도 청주시 서원구 모충동,460-11,460,11,현백빌라,월세,44.83,202307,27,500,35,3,1989,매봉로189번길 39,202308~202408,신규,-,,,연립다세대
,충청북도 청주시 서원구 남이면 가마리,30-20,30,20,힐데스빌2단지,월세,84.0438,202307,24,"1,000",50,2,2016,청남로 1809-8,202308~202508,신규,-,,,연립다세대
,충청북도 청주시 서원구 수곡동,18-47,18,47,영우나동,월세,35.36,202307,23,500,35,2,1990,구룡산로417번길 20,202307~202407,신규,-,,,연립다세대
,충청북도 청주시 서원구 사직동,640-20,640,20,동원A,전세,64.76,202307,22,"3,500",0,4,1984,호국로 39,-,-,-,,,연립다세대
,충청북도 청주시 서원구 수곡동,23-42,23,42,흥덕마동,전세,36.06,202307,19,"3,500",0,2,1989,수영로47번길 18-6,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,131-2,131,2,서부,월세,58.14,202307,10,"1,000",50,3,1984,1순환로622번길 11,202307~202507,신규,-,,,연립다세대
,충청북도 청주시 서원구 남이면 척산리,587-5,587,5,황금빌라,월세,71.33,202307,4,"2,000",75,4,2017,청남로 1233-6,202307~202407,신규,-,,,연립다세대
,충청북도 청주시 서원구 사창동,184-2,184,2,"동신(가,나,다)",전세,51.9,202307,3,"5,000",0,3,1980,천수로 11,-,-,-,,,연립다세대
,충청북도 청주시 서원구 개신동,443-6,443,6,서우,전세,59.1,202307,3,"6,000",0,3,1987,모충로 44-2,-,-,-,,,연립다세대
,충청북도 청주시 서원구 산남동,46-36,46,36,"에코빌1,2동",전세,72.795,202306,24,"12,000",0,3,2014,원흥로 11-17,202308~202508,신규,-,,,연립다세대
,충청북도 청주시 서원구 사창동,187-7,187,7,동남6차,월세,58.38,202306,23,"1,000",40,4,1993,천수로40번가길 13,202307~202507,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,Sep-51,51,9,"에코빌2차(3,4동)",전세,73.255,202306,20,"8,000",0,4,2015,원흥로 11-19,202306~202506,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,Sep-51,51,9,"에코빌2차(3,4동)",월세,73.255,202306,16,"1,000",60,3,2015,원흥로 11-19,202307~202507,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,46-35,46,35,(46-35),월세,76.015,202306,15,"5,000",42,1,2016,원흥로 11-21,202306~202406,갱신,-,"3,000",60,연립다세대
,충청북도 청주시 서원구 모충동,257-3,257,3,태양빌B동,월세,70.66,202306,12,"10,000",10,2,2015,서원서로 2-1,202307~202507,-,-,,,연립다세대
,충청북도 청주시 서원구 모충동,257-3,257,3,태양빌B동,월세,70.66,202306,12,"10,000",30,2,2015,서원서로 2-1,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,492,492,0,유성빌라,월세,27.99,202306,12,200,30,3,2001,내수동로114번길 39,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사직동,47-23,47,23,목련,월세,51.03,202305,29,500,53,2,1985,모충로153번길 19,202307~202507,신규,-,,,연립다세대
,충청북도 청주시 서원구 죽림동,137-1,137,1,그린하우스,월세,50.79,202305,29,"1,000",45,3,2013,대림로421번길 99,202306~202406,신규,-,,,연립다세대
,충청북도 청주시 서원구 모충동,257-7,257,7,태양빌A동,월세,70.95,202305,27,"1,000",70,3,2015,서원서로 2,202306~202405,신규,-,,,연립다세대
,충청북도 청주시 서원구 사직동,266-1,266,1,서울주택,전세,48.09,202305,24,"4,000",0,1,1983,호국로 108,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사직동,266-1,266,1,서울주택,전세,48.09,202305,24,"4,000",0,1,1983,호국로 108,-,-,-,,,연립다세대
,충청북도 청주시 서원구 남이면 가마리,30-16,30,16,힐데스빌1단지,월세,84.6768,202305,22,"1,500",60,1,2016,2순환로 1725,202308~202407,신규,-,,,연립다세대
,충청북도 청주시 서원구 남이면 가마리,30-16,30,16,힐데스빌1단지,월세,84.6768,202305,22,"1,500",60,1,2016,2순환로 1725,202308~202407,신규,-,,,연립다세대
,충청북도 청주시 서원구 모충동,257-7,257,7,태양빌A동,월세,70.95,202305,16,500,55,2,2015,서원서로 2,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 사직동,Nov-40,40,11,동성빌라,월세,45.66,202305,1,300,25,2,1989,남사로44번길 4,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 분평동,248-22,248,22,백합A백합B,전세,59.966,202304,30,"6,506",0,5,2013,안뜸로53번길 10-3,202305~202307,갱신,-,"6,506",0,연립다세대
,충청북도 청주시 서원구 사창동,298-7,298,7,오양,월세,55.87,202304,26,500,35,2,1979,사직대로176번길 32,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,324-1,324,1,인덱스타운,월세,52.12,202304,25,"1,500",40,-1,2012,1순환로 852,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,324-1,324,1,인덱스타운,월세,56.32,202304,25,"1,500",40,1,2012,1순환로 852,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 사직동,555-3,555,3,형제빌라,전세,54.87,202304,18,"6,000",0,1,1991,호국로123번길 9,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,137-2,137,2,동남주택(137-2),월세,46.08,202304,14,500,50,1,1990,1순환로634번길 9,202304~202504,신규,-,,,연립다세대
,충청북도 청주시 서원구 수곡동,Mar-71,71,3,수곡연립,월세,45.58,202304,12,200,36,4,1982,수영로8번길 17,202304~202504,신규,-,,,연립다세대
,충청북도 청주시 서원구 수곡동,Mar-71,71,3,수곡연립,월세,45.58,202304,12,200,36,4,1982,수영로8번길 17,202304~202504,신규,-,,,연립다세대
,충청북도 청주시 서원구 남이면 척산리,605,605,0,미평빌라,월세,67.5,202304,3,500,50,3,1991,척산길 23,202304~202404,신규,-,,,연립다세대
,충청북도 청주시 서원구 사창동,151-4,151,4,(151-4),월세,22.86,202303,28,500,30,3,2013,충대로14번길 75,-,-,-,,,연립다세대
,충청북도 청주시 서원구 죽림동,136-3,136,3,그린하우스,월세,59.03,202303,19,"1,000",70,1,2013,대림로421번길 95-14,202304~202403,신규,-,,,연립다세대
,충청북도 청주시 서원구 산남동,324-1,324,1,인덱스타운,전세,56.32,202303,18,"8,000",0,1,2012,1순환로 852,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,244-2,244,2,한독유니빌,전세,154.61,202303,11,"10,000",0,4,2004,예체로139번길 21,202305~202505,신규,-,,,연립다세대
,충청북도 청주시 서원구 모충동,89-24,89,24,동우주택,전세,50.34,202303,10,"3,500",0,3,1990,청남로2122번길 42,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사직동,245-11,245,11,호암샤인빌,전세,67.48,202303,1,"8,000",0,3,2010,대원로19번길 34,202304~202504,신규,-,,,연립다세대
,충청북도 청주시 서원구 사직동,245-11,245,11,호암샤인빌,전세,67.48,202303,1,"8,000",0,3,2010,대원로19번길 34,202304~202504,신규,-,,,연립다세대
,충청북도 청주시 서원구 사창동,151-4,151,4,(151-4),월세,24.7,202302,21,300,30,3,2013,충대로14번길 75,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,240-20,240,20,현대코아루,월세,40.02,202302,12,"1,000",60,5,2015,봉명로 234,202303~202503,신규,-,,,연립다세대
,충청북도 청주시 서원구 사창동,357-2,357,2,덕성빌라,월세,66.62,202301,30,500,50,4,1992,창직로55번길 18,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,357-2,357,2,덕성빌라,월세,66.62,202301,30,500,45,4,1992,창직로55번길 18,202301~202401,-,-,,,연립다세대
,충청북도 청주시 서원구 산남동,46-35,46,35,(46-35),월세,76.015,202301,21,"1,000",74,4,2016,원흥로 11-21,202301~202401,갱신,사용,"1,000",73,연립다세대
,충청북도 청주시 서원구 사창동,357-2,357,2,덕성빌라,월세,66.62,202301,17,500,50,4,1992,창직로55번길 18,-,-,-,,,연립다세대
,충청북도 청주시 서원구 사창동,364-23,364,23,(364-23),전세,30.25,202301,15,"5,000",0,2,2013,창직로 17-6,-,-,-,,,연립다세대
,충청북도 청주시 서원구 산남동,324-1,324,1,인덱스타운,월세,45.41,202301,2,"1,500",25,1,2012,1순환로 852,-,-,-,,,연립다세대
