□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,,,
계약일자 : 2025-01-01 ~ 2025-11-06,,,,,,,,,,,,,,,,,,,
실거래구분 : 연립다세대(매매),,,,,,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,,,,,
시도 : 충청북도,,,,,,,,,,,,,,,,,,,
시군구 : 청주시 서원구,,,,,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
117,충청북도 청주시 서원구 모충동,460-11,460,11,현백빌라,44.83,26.1,202405,13,"4,000",1,개인,개인,1989,매봉로189번길 39,-,직거래,-,24.05.13
118,충청북도 청주시 서원구 사창동,190-12,190,12,동성빌라,48.9,227.7,202405,3,"4,500",1,개인,개인,1989,천수로24번길 18,-,중개거래,충북 청주시 흥덕구,24.05.13
119,충청북도 청주시 서원구 사직동,640-20,640,20,동원A,52.58,43.72,202404,25,"16,500",2,개인,법인,1984,호국로 39,-,직거래,-,24.04.25
120,충청북도 청주시 서원구 모충동,502,502,0,우석,42.11,44.74,202404,22,"12,000",4,개인,법인,1991,모충로 85-4,-,중개거래,충북 청주시흥덕구,24.04.24
121,충청북도 청주시 서원구 산남동,46-35,46,35,(46-35),76.285,107.14,202404,9,"20,500",2,개인,개인,2016,원흥로 11-21,-,직거래,-,24.04.18
122,충청북도 청주시 서원구 수곡동,03월 24일,24,3,수곡,61.72,66,202404,3,"7,000",1,개인,개인,1979,수영로 51,-,직거래,-,24.04.04
123,충청북도 청주시 서원구 분평동,292-6,292,6,(292-6),74.42,59.48,202404,1,"18,600",2,개인,개인,2015,매봉로2번길 39-5,-,직거래,-,24.04.02
124,충청북도 청주시 서원구 모충동,505-20,505,20,협성빌라,42.06,29.03,202403,23,"10,360",2,개인,개인,1990,호국로3번길 47,-,중개거래,충북 청주서원구,24.04.15
125,충청북도 청주시 서원구 사창동,184-7,184,7,(184-7),42.64,27.93,202403,23,"4,300",1,개인,개인,1980,1순환로633번길 18,-,중개거래,충북 청주서원구,24.04.08
126,충청북도 청주시 서원구 사창동,290-15,290,15,늘봄,56.43,62.82,202403,14,"9,500",2,개인,개인,1985,창신로22번길 51,-,직거래,-,24.04.03
127,충청북도 청주시 서원구 사직동,641-79,641,79,동원C,45.6,446,202403,11,"11,000",1,개인,개인,1984,충렬로47번길 33,-,중개거래,충북 청주시 서원구,24.04.19
128,충청북도 청주시 서원구 사창동,240-7,240,7,서원,55.251,65.17,202403,5,"5,000",1,개인,개인,1984,봉명로240번길 12-12,-,중개거래,충북 청주서원구,24.04.01
129,충청북도 청주시 서원구 죽림동,137-1,137,1,그린하우스,50.79,71.875,202403,5,"15,000",4,개인,법인,2013,대림로421번길 99,-,직거래,-,24.03.22
130,충청북도 청주시 서원구 사창동,129-7,129,7,동구가동,77.91,48.96,202402,29,"9,000",3,개인,개인,1994,봉명로142번길 26,-,중개거래,충북 청주서원구,24.04.30
131,충청북도 청주시 서원구 개신동,443-35,443,35,창대아트빌라,29.06,17.969,202402,28,"1,700",4,개인,개인,1995,모충로44번길 25,-,중개거래,충북 청주서원구,24.06.07
132,충청북도 청주시 서원구 사창동,154-8,154,8,현대5,84.96,44.4,202402,23,"10,000",2,개인,개인,1985,사직대로112번길 18,-,중개거래,충북 청주시흥덕구,24.05.23
133,충청북도 청주시 서원구 개신동,443-35,443,35,창대아트빌라,24.115,14.822,202402,23,"2,500",3,개인,개인,1995,모충로44번길 25,-,직거래,-,24.02.23
134,충청북도 청주시 서원구 사창동,241-1,241,1,서원,53.01,46.24,202402,15,"5,750",2,개인,개인,1984,봉명로228번길 11-2,-,중개거래,충북 청주서원구,24.04.02
135,충청북도 청주시 서원구 사직동,547-42,547,42,신욱빌라(547-42),49.56,38.34,202402,14,"2,020",-1,개인,개인,1990,호국로131번길 24-4,-,직거래,-,24.02.14
136,충청북도 청주시 서원구 수곡동,55-17,55,17,미평(55-17),40,25.27,202402,5,"5,500",2,개인,개인,1990,청남로2074번길 40,-,직거래,-,24.02.19
137,충청북도 청주시 서원구 모충동,505-20,505,20,협성빌라,42.06,29.04,202401,23,"10,500",-1,개인,개인,1990,호국로3번길 47,-,중개거래,충북 청주서원구,24.02.23
138,충청북도 청주시 서원구 개신동,443-6,443,6,서우,59.1,57.46,202401,16,"6,600",4,개인,개인,1987,모충로 44-2,-,직거래,-,24.02.01
139,충청북도 청주시 서원구 개신동,443-35,443,35,창대아트빌라,23.4263,14.486,202401,15,"2,000",2,개인,개인,1995,모충로44번길 25,-,직거래,-,24.01.17
140,충청북도 청주시 서원구 수곡동,4-32,32,4,충청,57.6,68.37,202401,15,"6,500",2,개인,개인,1984,청남로2036번길 107,-,중개거래,충북 청주서원구,24.04.23
141,충청북도 청주시 서원구 수곡동,1-65,65,1,아름나래빌,84.7459,76.3844,202401,6,"13,800",1,개인,개인,2004,수영로24번길 32,-,중개거래,충북 청주서원구,24.02.22
142,충청북도 청주시 서원구 수곡동,9-32,32,9,영일주택,45.6,41.98,202401,4,"4,800",3,개인,개인,1990,청남로2036번길 121-1,-,중개거래,충북 청주서원구,24.01.05
,충청북도 청주시 서원구 사창동,252-3,252,3,서일,42.28,47.8188,202312,28,"3,100",2,-,-,1978,천석로8번길 10,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,252-16,252,16,서우빌라,45.36,29.35,202312,23,"13,000",3,-,-,1991,호국로144번길 6,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,502,502,0,우석,65.055,69.12,202312,21,"17,220",1,-,-,1991,모충로 85-4,-,직거래,-,-
,충청북도 청주시 서원구 사창동,131-2,131,2,서부,58.14,56.7,202312,18,"6,500",1,-,-,1984,1순환로622번길 11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 남이면 가마리,30-20,30,20,힐데스빌2단지,84.0438,99.18,202312,13,"16,300",-1,-,-,2016,청남로 1809-8,-,직거래,-,-
,충청북도 청주시 서원구 사창동,137-2,137,2,동남주택(137-2),46.08,48,202312,13,"6,500",3,-,-,1990,1순환로634번길 9,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,Jun-47,47,6,삼양빌라,143.07,122.48,202312,9,"18,000",2,-,-,1991,남사로44번길 26,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,Feb-62,62,2,이지네스트,68.59,55.125,202312,4,"14,000",5,-,-,2012,청남로2036번길 68,-,직거래,-,-
,충청북도 청주시 서원구 사직동,226-19,226,19,그린빌라,45.99,38.04,202312,1,"12,420",1,-,-,1989,대원로 56,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,266-1,266,1,서울주택,50.48,33.24,202311,30,"5,500",2,-,-,1983,호국로 108,-,직거래,-,-
,충청북도 청주시 서원구 사창동,184-7,184,7,(184-7),42.64,27.94,202311,27,"4,100",3,-,-,1980,1순환로633번길 18,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 남이면 가마리,30-16,30,16,힐데스빌1단지,84.6768,132.79,202311,15,"16,200",2,-,-,2016,2순환로 1725,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,171-13,171,13,명보,62.04,55.05,202311,8,"6,300",1,-,-,1986,구룡산로330번길 5,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,460-11,460,11,현백빌라,44.83,26.1,202310,24,"4,000",1,-,-,1989,매봉로189번길 39,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,184-7,184,7,(184-7),42.64,27.93,202310,10,"4,110",2,-,-,1980,1순환로633번길 18,-,직거래,-,-
,충청북도 청주시 서원구 사직동,829-2,829,2,신원빌라,58.5,50.3,202310,10,"4,000",2,-,-,1991,사직대로201번길 27-2,-,직거래,-,-
,충청북도 청주시 서원구 사직동,47-23,47,23,목련,51.03,49.5,202309,21,"9,800",2,-,-,1985,모충로153번길 19,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,628-11,628,11,궁전나동,59.7,38.115,202309,16,"10,000",4,-,-,1991,호국로38번길 30,-,직거래,-,-
,충청북도 청주시 서원구 사직동,215-1,215,1,사직,50.85,47.94,202309,15,"14,068",1,-,-,1984,대원로47번길 31-1,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,215-1,215,1,사직,50.85,47.94,202309,11,"14,790",2,-,-,1984,대원로47번길 31-1,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,201-28,201,28,스위트빌라,43.89,38.17,202309,8,"4,000",2,-,-,1989,구룡산로326번길 43-12,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,248-10,248,10,동신,44.83,50.6,202309,5,"5,000",2,-,-,1979,천석로 22,-,직거래,-,-
,충청북도 청주시 서원구 죽림동,137-1,137,1,그린하우스,50.79,71.875,202309,2,"8,700",1,-,-,2013,대림로421번길 99,-,직거래,-,-
,충청북도 청주시 서원구 사직동,6-168,6,168,(6-168),84.9,22.69,202309,1,"40,000",10,-,-,2021,사운로68번길 9,-,직거래,-,-
,충청북도 청주시 서원구 수곡동,201-33,201,33,경희주택(201-33),46.14,30.16,202308,27,"4,800",3,-,-,1989,구룡산로338번길 40-11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,215-15,215,15,성진빌라,47.74,33.47,202308,10,"15,000",2,-,-,1992,대원로37번길 32-4,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,184-2,184,2,"동신(가,나,다)",51.9,45.9,202308,1,"6,700",1,-,-,1980,천수로 11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 산남동,324-1,324,1,인덱스타운,56.32,72.25,202307,20,"13,200",1,-,-,2012,1순환로 852,-,직거래,-,-
,충청북도 청주시 서원구 산남동,46-36,46,36,"에코빌1,2동",72.795,108,202307,18,"14,000",3,-,-,2014,원흥로 11-17,-,직거래,-,-
,충청북도 청주시 서원구 남이면 척산리,587-5,587,5,황금빌라,68.77,76.18,202306,29,"14,849",3,-,-,2017,청남로 1233-6,-,직거래,-,-
,충청북도 청주시 서원구 남이면 가마리,30-20,30,20,힐데스빌2단지,84.0438,99.18,202306,24,"14,500",1,-,-,2016,청남로 1809-8,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,487-37,487,37,금호아트빌,51.86,35.144,202306,15,"7,000",5,-,-,2007,모충로96번길 52-1,-,직거래,-,-
,충청북도 청주시 서원구 사직동,266-1,266,1,서울주택,50.48,33.24,202306,14,"7,100",1,-,-,1983,호국로 108,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,225-6,225,6,진성빌라,49.21,27.705,202306,6,"13,000",1,-,-,1992,대원로50번길 6-5,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 남이면 척산리,353-2,353,2,은행빌라,72.64,63.49,202305,29,"7,600",3,-,-,1996,외천척산길 43,-,직거래,-,-
,충청북도 청주시 서원구 사창동,154-8,154,8,현대5,84.96,44.4,202305,26,"11,000",3,-,-,1985,사직대로112번길 18,-,중개거래,충북 청주흥덕구,-
,충청북도 청주시 서원구 사직동,594-5,594,5,궁전다동,45.3,34,202305,24,"8,300",3,-,-,1990,호국로71번길 7,-,중개거래,충북 청주시 서원구,-
,충청북도 청주시 서원구 사창동,244-2,244,2,한독유니빌,154.61,72.7938,202305,22,"18,500",5,-,-,2004,예체로139번길 21,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,18-49,18,49,영우다동,35.36,20.8,202305,19,"4,000",2,-,-,1990,구룡산로417번길 20,-,직거래,-,-
,충청북도 청주시 서원구 사직동,257-21,257,21,우성2동,57.96,47.5,202305,19,"13,500",2,-,-,1986,호국로132번길 9-2,-,중개거래,충북 청주흥덕구,-
,충청북도 청주시 서원구 사직동,641-79,641,79,동원C,28.4,25.85,202305,18,"6,500",3,-,-,1984,충렬로47번길 33,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,23-35,23,35,흥덕가동,36.06,21.95,202305,17,"5,400",2,-,-,1989,청남로2064번길 90,-,직거래,-,-
,충청북도 청주시 서원구 사직동,225-6,225,6,진성빌라,49.21,27.704,202305,17,"11,630",2,-,-,1992,대원로50번길 6-5,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,502,502,0,우석,42.11,44.74,202305,13,"10,885",2,-,-,1991,모충로 85-4,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,234-1,234,1,동구주택(234-1),84.81,75.3417,202305,11,"11,750",4,-,-,1997,사직대로141번길 10-2,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,130-3,130,3,대한B동,45.99,39.68,202305,1,"4,700",1,-,-,1989,1순환로614번길 23,-,직거래,-,-
,충청북도 청주시 서원구 사직동,205-5,205,5,현대아파트(사직맨숀),83.7,67.6,202304,22,"16,900",4,-,-,1985,사운로146번길 51,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,247-33,247,33,성원하트빌라,44.68,31.761,202304,21,"11,500",4,-,-,1991,호국로162번길 8,-,중개거래,충북 청주흥덕구,-
,충청북도 청주시 서원구 사창동,290-121,290,121,천지인빌라,60.54,30.01,202304,20,"7,700",5,-,-,2004,사직대로176번길 41,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,263-7,263,7,사직연립,70.54,96.83,202304,19,"11,345",1,-,-,1981,호국로120번길 44-1,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,184-2,184,2,"동신(가,나,다)",51.9,45.9,202304,7,"6,900",2,-,-,1980,천수로 11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,184-2,184,2,"동신(가,나,다)",51.9,45.9,202304,5,"6,700",3,-,-,1980,천수로 11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사직동,263-7,263,7,사직연립,56.33,77.32,202303,28,"10,000",1,-,-,1981,호국로120번길 44-1,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,462-1,462,1,잉꼬나동,45.87,34.78,202303,28,"4,400",2,-,-,1990,매봉로 193-23,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,122-8,122,8,일신원룸,17.32,6.83,202303,26,700,4,-,-,1987,청남로 2119-6,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,122-8,122,8,일신원룸,28,11.05,202303,26,"1,000",3,-,-,1987,청남로 2119-6,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,122-8,122,8,일신원룸,22.05,8.7,202303,26,800,3,-,-,1987,청남로 2119-6,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,129-7,129,7,동구가동,77.91,48.96,202303,25,"9,800",1,-,-,1994,봉명로142번길 26,-,중개거래,충북 청주서원구 충북 청주흥덕구,-
,충청북도 청주시 서원구 분평동,247,247,0,남들,44.6,64.9,202303,22,"5,000",1,-,-,1981,안뜸로 63-9,-,직거래,-,-
,충청북도 청주시 서원구 사직동,205-5,205,5,현대아파트(사직맨숀),83.7,67.6,202303,20,"15,344",1,-,-,1985,사운로146번길 51,-,중개거래,충북 청주청원구,-
,충청북도 청주시 서원구 수곡동,23-37,23,37,흥덕라동,36.06,32.17,202303,17,"6,300",1,-,-,1990,청남로2064번길 88-1,-,직거래,-,-
,충청북도 청주시 서원구 남이면 척산리,509-4,509,4,삼형제빌라,120.9,155.6667,202303,15,"8,000",3,-,-,1999,척산2길 44-8,-,직거래,-,-
,충청북도 청주시 서원구 개신동,443-6,443,6,서우,27.6,26.83,202303,9,"2,700",2,-,-,1987,모충로 44-2,-,직거래,-,-
,충청북도 청주시 서원구 사창동,129-7,129,7,동구가동,76.02,47.77,202303,7,"8,300",4,-,-,1994,봉명로142번길 26,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 사창동,248-10,248,10,동신,41.39,56.2,202303,1,"3,000",2,-,-,1979,천석로 22,-,직거래,-,-
,충청북도 청주시 서원구 수곡동,18-47,18,47,영우나동,35.36,29.3,202302,24,"6,000",3,-,-,1990,구룡산로417번길 20,-,직거래,-,-
,충청북도 청주시 서원구 개신동,443-35,443,35,창대아트빌라,24.115,14.822,202302,10,"2,000",2,-,-,1995,모충로44번길 25,-,중개거래,충북 청주청원구,-
,충청북도 청주시 서원구 분평동,292-6,292,6,(292-6),74.42,59.48,202302,10,"18,500",2,-,-,2015,매봉로2번길 39-5,-,직거래,-,-
,충청북도 청주시 서원구 사창동,184-7,184,7,(184-7),42.64,27.93,202301,26,"4,300",2,-,-,1980,1순환로633번길 18,-,중개거래,충북 청주시 서원구,-
,충청북도 청주시 서원구 수곡동,03월 24일,24,3,수곡,61.72,66,202301,19,"7,000",1,-,-,1979,수영로 51,-,직거래,-,-
,충청북도 청주시 서원구 사창동,184-2,184,2,"동신(가,나,다)",51.9,45.9,202301,13,"6,800",2,-,-,1980,천수로 11,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 수곡동,Sep-32,32,9,영일주택,45.6,41.98,202301,12,"4,900",3,-,-,1990,청남로2036번길 121-1,-,중개거래,충북 청주시 흥덕구,-
,충청북도 청주시 서원구 사창동,207-1,207,1,동신(마),50.45,28,202301,9,"5,000",2,-,-,1980,천수로 14-2,-,중개거래,충북 청주흥덕구,-
,충청북도 청주시 서원구 모충동,458,458,0,베로스빌,70.98,75.9375,202301,9,"11,800",2,-,-,2007,모충로96번길 30-1,-,중개거래,충북 청주서원구,-
,충청북도 청주시 서원구 모충동,458,458,0,베로스빌,70.98,75.9375,202301,9,"11,800",2,-,-,2007,모충로96번길 30-1,20230201,중개거래,충북 청주서원구,-
