□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,
계약일자 : 2025-01-01 ~ 2025-11-06,,,,,,,,,,,,,,,,,
실거래구분 : 오피스텔(매매),,,,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,,,
시도 : 충청북도,,,,,,,,,,,,,,,,,
시군구 : 청주시 서원구,,,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202412,26,"4,000",7,개인,법인,2006,1순환로 642,-,직거래,-
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202412,19,"4,000",10,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시 흥덕구
,충청북도 청주시 서원구 성화동,486,486,0,-486,58.87,202412,12,"6,100",3,개인,법인,2016,신화로32번길 25,-,직거래,-
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202410,30,"3,950",13,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시 상당구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,34.7325,202410,26,"8,000",5,개인,개인,2015, ,-,직거래,-
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,34.7325,202410,26,"8,000",5,개인,개인,2015, ,20241122,직거래,-
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202410,16,"5,100",6,개인,개인,2012,예체로 23,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202410,16,"5,100",6,개인,개인,2012,예체로 23,20241021,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,32.13,202410,3,"4,800",4,법인,개인,2005,1순환로 1059,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 사직동,12월 12일,12,12,(12-12),59.4,202409,11,"8,500",4,개인,개인,2011,사운로 65,-,직거래,-
,충청북도 청주시 서원구 사직동,245-18,245,18,(245-18),31.39,202408,21,"2,800",6,개인,개인,2009,대원로19번길 38,-,직거래,-
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202408,15,"3,600",10,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202408,12,"4,900",6,개인,개인,2012,예체로 23,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202408,8,"4,100",6,개인,개인,2006,1순환로 642,-,직거래,-
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,35.64,202408,7,"5,000",4,개인,개인,2005,1순환로 1059,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 사창동,304-1,304,1,두진 하트리움 에덴,28.8925,202407,31,"6,500",3,개인,개인,2014,사직대로 160,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202407,26,"10,800",2,개인,개인,2015, ,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.77,202407,23,"12,500",3,개인,법인,2015, ,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202407,19,"4,200",8,개인,법인,2006,1순환로 642,-,중개거래,"충북 청주시상당구, 충북 청주시흥덕구"
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,32.13,202407,18,"4,800",5,법인,개인,2005,1순환로 1059,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),25.65,202407,5,"4,600",6,개인,법인,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),26.22,202407,5,"4,600",7,개인,법인,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,36.72,202407,5,"3,900",13,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시흥덕구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202407,4,"4,500",7,개인,개인,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,35.64,202407,2,"4,900",5,법인,개인,2005,1순환로 1059,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,32.13,202407,2,"4,800",5,법인,개인,2005,1순환로 1059,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202406,21,"3,800",5,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시상당구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,35.64,202406,20,"4,800",3,법인,개인,2005,1순환로 1059,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사직동,12월 12일,12,12,(12-12),59.4,202406,4,"11,700",6,개인,개인,2011,사운로 65,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 성화동,489,489,0,예지웰프라임A동,56.95,202405,1,"10,100",6,개인,개인,2015,장전로 89,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202404,24,"4,200",14,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시상당구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202404,21,"4,100",6,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시상당구
,충청북도 청주시 서원구 사직동,12월 12일,12,12,(12-12),59.4,202403,20,"12,200",7,개인,개인,2011,사운로 65,-,직거래,-
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202403,4,"3,900",7,개인,개인,2006,1순환로 642,-,중개거래,충북 청주시상당구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,37.3025,202402,9,"6,000",2,개인,개인,2005,1순환로 1059,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.77,202402,7,"10,000",4,개인,개인,2015, ,-,직거래,-
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202402,5,"4,700",6,개인,개인,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202401,26,"10,850",3,개인,개인,2015, ,-,중개거래,충북 청주서원구 충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202401,10,"4,050",11,개인,개인,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,36.72,202312,28,"3,700",13,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.77,202312,20,"15,000",2,-,-,2015, ,-,직거래,-
,충청북도 청주시 서원구 성화동,484,484,0,예지웰프라임B동,58.9,202312,20,"17,000",3,-,-,2015,신화로32번길 37,-,직거래,-
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202311,26,"4,300",14,-,-,2006,1순환로 642,-,중개거래,충북 청주상당구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202311,6,"4,400",5,-,-,2006,1순환로 642,-,직거래,-
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202310,31,"4,850",7,-,-,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202310,25,"4,900",7,-,-,2012,예체로 23,20231031,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,36.72,202310,18,"4,200",8,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구 충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,36.72,202310,6,"4,100",11,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202309,26,"5,100",18,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,452,452,0,-452,52.393,202309,11,"11,000",5,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),26.22,202309,10,"5,000",6,-,-,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202308,29,"3,700",12,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,452,452,0,-452,49.452,202308,11,"10,000",5,-,-,2015, ,-,중개거래,세종시
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),25.65,202308,8,"4,700",5,-,-,2012,예체로 23,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202307,29,"4,000",16,-,-,2006,1순환로 642,-,중개거래,충북 청주상당구
,충청북도 청주시 서원구 개신동,436-4,436,4,(436-4),24.852,202307,29,"4,900",7,-,-,2012,예체로 23,20230831,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,304-1,304,1,두진 하트리움 에덴,28.782,202307,29,"6,700",4,-,-,2014,사직대로 160,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202307,26,"5,000",18,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사직동,245-18,245,18,(245-18),31.39,202307,19,"2,700",6,-,-,2009,대원로19번길 38,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,304-1,304,1,두진 하트리움 에덴,28.782,202307,15,"6,200",3,-,-,2014,사직대로 160,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,484,484,0,예지웰프라임B동,56.82,202307,12,"13,000",2,-,-,2015,신화로32번길 37,-,직거래,-
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.6,202307,5,"10,200",2,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,35.64,202306,28,"7,000",5,-,-,2005,1순환로 1059,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202306,24,"5,000",17,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202306,24,"4,250",15,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,36.72,202306,24,"4,500",14,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사직동,245-18,245,18,(245-18),32.56,202306,10,"3,600",9,-,-,2009,대원로19번길 38,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202305,30,"3,800",12,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202305,19,"3,950",6,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,484,484,0,예지웰프라임B동,56.82,202305,12,"15,000",2,-,-,2015,신화로32번길 37,-,직거래,-
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202304,24,"12,000",2,-,-,2015, ,20240130,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,35.49,202304,13,"4,550",18,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.6185,202304,10,"12,000",2,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202304,8,"4,200",16,-,-,2006,1순환로 642,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,35.64,202304,6,"5,000",5,-,-,2005,1순환로 1059,-,직거래,-
,충청북도 청주시 서원구 사직동,245-18,245,18,(245-18),31.39,202304,5,"3,600",5,-,-,2009,대원로19번길 38,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,58.1525,202303,20,"11,000",3,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,58.1525,202303,20,"11,000",3,-,-,2015, ,20230327,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,34.26,202303,13,"3,800",10,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,51.4301,202302,13,"10,000",2,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사직동,12월 12일,12,12,(12-12),56.1,202302,12,"11,900",6,-,-,2011,사운로 65,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.77,202302,11,"11,000",5,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사직동,245-18,245,18,(245-18),31.39,202302,8,"2,950",3,-,-,2009,대원로19번길 38,-,직거래,-
,충청북도 청주시 서원구 개신동,709,709,0,-709,31.32,202302,2,"4,600",2,-,-,2013,복대로17번길 27,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202302,1,"11,000",5,-,-,2015, ,20230210,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202302,1,"11,000",5,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,56.6125,202301,27,"11,000",3,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 사창동,171-5,171,5,월드피아오피스텔,31.8,202301,10,"3,800",12,-,-,2006,1순환로 642,-,중개거래,충북 청주흥덕구
,충청북도 청주시 서원구 성화동,454,454,0,어웰빌리지,59.77,202301,9,"11,000",4,-,-,2015, ,-,중개거래,충북 청주서원구
,충청북도 청주시 서원구 분평동,1425,1425,0,THE STYLE,32.13,202301,8,"5,400",5,-,-,2005,1순환로 1059,-,중개거래,충북 청주시 서원구
,충청북도 청주시 서원구 성화동,484,484,0,예지웰프라임B동,56.82,202301,5,"12,500",4,-,-,2015,신화로32번길 37,-,중개거래,충북 청주서원구
