"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 상당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"42","충청북도 청주시 상당구 용암동","3150","3150","0000","청주동남우미린에듀포레","84.9687","202510","28","49,500","-","10","개인","개인","2021","중고개로142번길 20","-","중개거래","충북 청주시 상당구","-"
"43","충청북도 청주시 상당구 방서동","825","0825","0000","동남지구호반써밋브룩사이드","84.9481","202510","28","45,500","-","6","개인","개인","2023","동남로 2","-","중개거래","충북 청주시 상당구, 충북 청주시 서원구","-"
"44","충청북도 청주시 상당구 방서동","655","0655","0000","청주하트리움리버파크","84.8401","202510","28","41,000","-","15","개인","개인","2019","2순환로 2031","-","중개거래","충북 청주시 상당구","-"
"45","충청북도 청주시 상당구 용암동","2096","2096","0000","현대3","83.8200","202510","28","20,500","-","4","개인","개인","1995","중흥로 70","-","중개거래","충북 청주시 상당구","-"
"46","충청북도 청주시 상당구 용암동","3147","3147","0000","시티프라디움2단지","84.9954","202510","28","47,000","-","10","개인","개인","2020","중고개로142번길 17","-","중개거래","충북 청주시 상당구","-"
"47","충청북도 청주시 상당구 용암동","2060","2060","0000","부영","60.0000","202510","28","8,000","104","3","개인","개인","1996","월평로 243","-","직거래","-","25.10.29"
"48","충청북도 청주시 상당구 용암동","2064","2064","0000","세원한아름","41.8500","202510","28","7,300","112동","1","개인","개인","1994","무농정로 90","-","직거래","-","25.10.29"
"49","충청북도 청주시 상당구 금천동","312","0312","0000","장자마을부영(312)","84.9767","202510","27","22,500","-","3","개인","개인","2003","수영로 306","-","중개거래","충북 청주시 상당구","-"
"50","충청북도 청주시 상당구 북문로3가","123","0123","0000","청주행정타운코아루휴티스","84.6871","202510","27","39,500","-","31","개인","개인","2020","중앙로 80","-","중개거래","충북 청주시 상당구","-"
"51","충청북도 청주시 상당구 용암동","2542","2542","0000","중흥마을부영(2542-0)","59.9870","202510","27","15,600","-","15","개인","법인","2003","중흥로 173","-","중개거래","충북 청주시 상당구","-"
"52","충청북도 청주시 상당구 용담동","467","0467","0000","우미린에듀파크2단지","84.9813","202510","27","40,700","-","9","개인","개인","2018","수영로 359","-","중개거래","충북 청주시 상당구, 충북 청주시 흥덕구","-"
"53","충청북도 청주시 상당구 금천동","77-7","0077","0007","뉴타운","84.9000","202510","27","13,000","102","14","개인","개인","1993","꽃산동로 41","-","중개거래","충북 청주시 상당구","25.10.31"
"54","충청북도 청주시 상당구 탑동","390","0390","0000","센트럴힐데스하임","84.8470","202510","27","41,800","-","16","개인","개인","2022","용담로 50","-","중개거래","충북 청주시 상당구","-"
"55","충청북도 청주시 상당구 금천동","77-7","0077","0007","뉴타운","84.9000","202510","27","13,000","-","14","개인","개인","1993","꽃산동로 41","20251031","중개거래","충북 청주시 상당구","-"
"56","충청북도 청주시 상당구 금천동","324","0324","0000","장자마을부영(324-3단지)","84.9916","202510","27","21,400","-","13","개인","개인","2003","호미로 285","-","중개거래","충북 청주시 상당구","-"
"57","충청북도 청주시 상당구 대성동","5","0005","0000","우성","84.9500","202510","27","17,000","-","11","개인","개인","1991","용담로63번길 33","-","중개거래","충북 청주시 상당구","-"
"58","충청북도 청주시 상당구 용정동","1286","1286","0000","우미린에듀파크1단지","84.9874","202510","27","39,000","-","2","개인","개인","2017","수영로 360","-","중개거래","충북 청주시 상당구","-"
"59","충청북도 청주시 상당구 용암동","3147","3147","0000","시티프라디움2단지","84.9954","202510","27","47,000","-","13","개인","개인","2020","중고개로142번길 17","-","중개거래","충북 청주시 상당구","-"
"60","충청북도 청주시 상당구 북문로3가","123","0123","0000","청주행정타운코아루휴티스","84.9935","202510","26","39,500","-","20","개인","개인","2020","중앙로 80","-","중개거래","충북 청주시 상당구","-"
"61","충청북도 청주시 상당구 용정동","1116","1116","0000","청주용정한라비발디","84.9200","202510","26","36,300","-","19","개인","개인","2013","용정로 35","-","중개거래","충북 청주시 상당구","-"
"62","충청북도 청주시 상당구 용암동","3150","3150","0000","청주동남우미린에듀포레","100.9672","202510","26","58,000","-","17","개인","개인","2021","중고개로142번길 20","-","중개거래","충북 청주시 상당구","-"
"63","충청북도 청주시 상당구 방서동","655","0655","0000","청주하트리움리버파크","84.8910","202510","26","40,200","-","20","개인","개인","2019","2순환로 2031","-","중개거래","충북 청주시 상당구","-"
"64","충청북도 청주시 상당구 용암동","2060","2060","0000","부영","60.0000","202510","26","10,900","102","10","개인","개인","1996","월평로 243","-","중개거래","충북 청주시 상당구","25.10.31"
"65","충청북도 청주시 상당구 용암동","3163","3163","0000","청주동남파라곤아파트","77.5023","202510","26","39,000","-","16","개인","개인","2022","중고개로 56","-","중개거래","충북 청주시 상당구","-"
"66","충청북도 청주시 상당구 용암동","2537","2537","0000","중흥마을마이빌아파트","59.9187","202510","25","17,700","-","9","개인","개인","2003","중흥로 148","-","중개거래","충북 청주시 상당구","-"
"67","충청북도 청주시 상당구 방서동","653","0653","0000","중흥에스-클래스더퍼스트","84.9970","202510","25","38,800","-","2","개인","개인","2018","단재로 312","-","중개거래","충북 청주시 상당구","-"
"68","충청북도 청주시 상당구 탑동","390","0390","0000","센트럴힐데스하임","65.9710","202510","25","32,000","-","4","개인","개인","2022","용담로 50","-","중개거래","충북 청주시 상당구","-"
"69","충청북도 청주시 상당구 금천동","312","0312","0000","장자마을부영(312)","84.9767","202510","25","22,700","-","14","개인","개인","2003","수영로 306","-","중개거래","충북 청주시 상당구","-"
"70","충청북도 청주시 상당구 방서동","806","0806","0000","우미린풀하우스","69.8386","202510","25","37,800","-","7","개인","개인","2020","동남로 15","-","중개거래","충북 청주시 상당구","-"
"71","충청북도 청주시 상당구 용암동","3150","3150","0000","청주동남우미린에듀포레","84.9687","202510","25","47,500","105동","5","개인","개인","2021","중고개로142번길 20","-","중개거래","충북 청주시 상당구","25.10.28"
"72","충청북도 청주시 상당구 용담동","425","0425","0000","가좌마을부영","59.9870","202510","25","18,500","-","4","개인","개인","2003","호미로 329","-","중개거래","충북 청주시 상당구","-"
"73","충청북도 청주시 상당구 용담동","425","0425","0000","가좌마을부영","59.9870","202510","25","17,500","-","11","개인","개인","2003","호미로 329","-","중개거래","충북 청주시 상당구","-"
"74","충청북도 청주시 상당구 용암동","2064","2064","0000","세원한아름","59.7600","202510","25","15,700","-","11","개인","개인","1994","무농정로 90","-","중개거래","충북 청주시 상당구","-"
"75","충청북도 청주시 상당구 금천동","199-1","0199","0001","현대","84.8400","202510","24","15,000","-","6","개인","개인","1992","중고개로337번길 23","-","중개거래","충북 청주시 상당구","-"
"76","충청북도 청주시 상당구 용암동","2096","2096","0000","현대3","83.8200","202510","24","19,500","-","6","개인","개인","1995","중흥로 70","-","중개거래","충북 청주시 상당구","-"
"77","충청북도 청주시 상당구 방서동","825","0825","0000","동남지구호반써밋브룩사이드","74.9713","202510","24","42,700","-","17","개인","개인","2023","동남로 2","-","중개거래","충북 청주시 상당구","-"
"78","충청북도 청주시 상당구 북문로3가","123","0123","0000","청주행정타운코아루휴티스","84.9935","202510","24","38,700","-","40","개인","개인","2020","중앙로 80","-","중개거래","충북 청주시 상당구","-"
"79","충청북도 청주시 상당구 용담동","425","0425","0000","가좌마을부영","59.9870","202510","24","16,500","207동","15","개인","개인","2003","호미로 329","-","직거래","-","25.10.29"
"80","충청북도 청주시 상당구 용담동","425","0425","0000","가좌마을부영","59.9870","202510","24","16,600","-","6","개인","법인","2003","호미로 329","-","중개거래","충북 청주시 상당구","-"
"81","충청북도 청주시 상당구 용정동","1286","1286","0000","우미린에듀파크1단지","84.9874","202510","24","42,000","-","14","개인","개인","2017","수영로 360","-","중개거래","충북 청주시 상당구","-"
"82","충청북도 청주시 상당구 용담동","467","0467","0000","우미린에듀파크2단지","84.9822","202510","24","40,900","-","4","개인","개인","2018","수영로 359","-","중개거래","충북 청주시 상당구","-"
"83","충청북도 청주시 상당구 금천동","77-7","0077","0007","뉴타운","59.9600","202510","24","12,800","-","4","개인","개인","1993","꽃산동로 41","-","중개거래","충북 청주시 상당구","-"
"84","충청북도 청주시 상당구 탑동","390","0390","0000","센트럴힐데스하임","65.9710","202510","23","32,900","-","6","개인","개인","2022","용담로 50","-","중개거래","충북 청주시 상당구","-"
"85","충청북도 청주시 상당구 용암동","3150","3150","0000","청주동남우미린에듀포레","84.9687","202510","23","50,000","-","14","개인","개인","2021","중고개로142번길 20","-","중개거래","충북 청주시 상당구","-"
"86","충청북도 청주시 상당구 용암동","2083","2083","0000","삼일무지개","59.9400","202510","23","12,100","-","14","개인","개인","1994","무농정로 103","-","중개거래","충북 청주시 상당구","-"
"87","충청북도 청주시 상당구 방서동","654","0654","0000","청주센트럴자이","73.5823","202510","23","40,000","-","15","개인","개인","2018","단재로 316","-","중개거래","충북 청주시 상당구","-"
"88","충청북도 청주시 상당구 금천동","115-1","0115","0001","수정","59.8500","202510","23","5,550","-","6","개인","개인","1993","꽃산동로 40","-","중개거래","충북 청주시 상당구","-"
"89","충청북도 청주시 상당구 영운동","204","0204","0000","삼일","53.3400","202510","22","5,000","104","2","개인","개인","1992","수영로 136","-","직거래","-","25.10.28"
"90","충청북도 청주시 상당구 용암동","3163","3163","0000","청주동남파라곤아파트","77.8325","202510","22","39,000","-","8","개인","개인","2022","중고개로 56","-","중개거래","충북 청주시 상당구","-"
"91","충청북도 청주시 상당구 용암동","2537","2537","0000","중흥마을마이빌아파트","59.4045","202510","22","17,000","-","12","개인","개인","2003","중흥로 148","-","중개거래","충북 청주시 상당구","-"
"92","충청북도 청주시 상당구 방서동","806","0806","0000","우미린풀하우스","84.9687","202510","22","41,500","-","1","개인","개인","2020","동남로 15","-","중개거래","충북 청주시 상당구","-"
"93","충청북도 청주시 상당구 금천동","318","0318","0000","장자마을부영(318-10단지)","84.9767","202510","22","18,500","-","8","개인","개인","2002","호미로233번길 74","-","중개거래","충북 청주시 상당구","-"
"94","충청북도 청주시 상당구 금천동","270","0270","0000","장자마을현대(2단지)","84.8943","202510","22","23,500","-","8","개인","개인","2002","수영로 328","-","중개거래","충북 청주시 상당구","-"
"95","충청북도 청주시 상당구 방서동","654","0654","0000","청주센트럴자이","84.7377","202510","21","46,000","-","12","개인","개인","2018","단재로 316","-","중개거래","충북 청주시 상당구","-"
"96","충청북도 청주시 상당구 탑동","390","0390","0000","센트럴힐데스하임","129.8320","202510","21","57,900","-","28","개인","개인","2022","용담로 50","-","중개거래","충북 청주시 상당구","-"
"97","충청북도 청주시 상당구 금천동","137","0137","0000","효성2차","27.2700","202510","21","3,500","-","9","개인","개인","1998","수영로196번길 12-17","-","중개거래","충북 청주시 상당구","-"
"98","충청북도 청주시 상당구 용암동","2085","2085","0000","덕성그린타운","59.5800","202510","20","12,000","-","11","개인","법인","1995","용암로 3","-","중개거래","충북 청주시 상당구","-"
"99","충청북도 청주시 상당구 금천동","106-1","0106","0001","풍림","136.5100","202510","20","20,000","-","9","개인","개인","1992","꽃산동로 36","-","중개거래","충북 청주시 상당구","-"
"100","충청북도 청주시 상당구 금천동","320","0320","0000","장자마을부영(320)-8단지","84.9767","202510","20","21,700","-","3","개인","법인","2002","호미로 261","-","중개거래","충북 청주시 상당구","-"
"101","충청북도 청주시 상당구 용암동","2083","2083","0000","삼일무지개","59.9400","202510","20","12,000","-","8","개인","개인","1994","무농정로 103","-","중개거래","충북 청주시 상당구","-"
"102","충청북도 청주시 상당구 금천동","50-3","0050","0003","경희","31.2000","202510","20","4,300","101","9","개인","개인","1997","꽃산동로 4-2","-","중개거래","충북 청주시 상당구, 충북 청주시 청원구","25.10.27"
"103","충청북도 청주시 상당구 방서동","654","0654","0000","청주센트럴자이","59.9530","202510","20","34,000","-","1","개인","개인","2018","단재로 316","-","중개거래","충북 청주시 흥덕구","-"
"104","충청북도 청주시 상당구 용암동","2082","2082","0000","소라","59.7000","202510","20","13,700","-","12","개인","개인","1994","원봉로 21","-","중개거래","충북 청주시 상당구","-"
"105","충청북도 청주시 상당구 용암동","2953","2953","0000","용암서희스타힐스","59.9924","202510","20","26,000","-","18","개인","개인","2018","단재로196번길 9","-","중개거래","충북 청주시 상당구","-"
"106","충청북도 청주시 상당구 방서동","825","0825","0000","동남지구호반써밋브룩사이드","74.9713","202510","19","43,000","-","23","개인","개인","2023","동남로 2","-","중개거래","충북 청주시 상당구","-"
"107","충청북도 청주시 상당구 용암동","2542","2542","0000","중흥마을부영(2542-0)","59.9870","202510","19","19,200","-","4","개인","개인","2003","중흥로 173","-","중개거래","충북 청주시 상당구","-"
"108","충청북도 청주시 상당구 용암동","2064","2064","0000","세원한아름","41.8500","202510","19","8,000","-","15","개인","개인","1994","무농정로 90","-","중개거래","충북 청주시 상당구","-"
"109","충청북도 청주시 상당구 영운동","135-19","0135","0019","두산하이츠","22.9300","202510","19","2,700","-","11","개인","개인","1992","단재로95번길 40","-","중개거래","충북 청주시 상당구","-"
"110","충청북도 청주시 상당구 용암동","2537","2537","0000","중흥마을마이빌아파트","59.4045","202510","19","16,000","-","12","개인","개인","2003","중흥로 148","-","중개거래","충북 청주시 상당구","-"
"111","충청북도 청주시 상당구 북문로3가","123","0123","0000","청주행정타운코아루휴티스","84.6871","202510","19","39,900","-","13","개인","개인","2020","중앙로 80","-","중개거래","충북 청주시 상당구","-"
"112","충청북도 청주시 상당구 방서동","653","0653","0000","중흥에스-클래스더퍼스트","84.9935","202510","19","39,300","-","29","개인","개인","2018","단재로 312","-","중개거래","충북 청주시 상당구","-"
"113","충청북도 청주시 상당구 영운동","73-5","0073","0005","태암수정","42.2400","202510","19","5,500","-","5","개인","개인","1995","영운천로51번길 26","-","중개거래","충북 청주시 상당구","-"
"114","충청북도 청주시 상당구 용암동","2099","2099","0000","건영","99.9600","202510","19","20,500","-","2","개인","개인","1999","중흥로 71","-","중개거래","경기 성남시 수정구, 충북 청주시 상당구","-"
"115","충청북도 청주시 상당구 문화동","118","0118","0000","문화동센트럴칸타빌","84.8793","202510","18","42,000","-","21","개인","개인","2018","용담로 7","-","중개거래","충북 청주시 상당구","-"
"116","충청북도 청주시 상당구 북문로3가","49-1","0049","0001","북문로한신휴플러스","84.9904","202510","18","31,000","-","8","개인","개인","2013","중앙로 83","-","중개거래","충북 청주시 상당구","-"
"117","충청북도 청주시 상당구 영운동","179-11","0179","0011","미림","49.9900","202510","18","6,400","-","2","개인","개인","1991","무심동로 124","-","중개거래","충북 청주시 상당구","-"
"118","충청북도 청주시 상당구 금천동","77-7","0077","0007","뉴타운","84.9000","202510","18","14,800","-","3","개인","개인","1993","꽃산동로 41","-","중개거래","충북 청주시 상당구","-"
"119","충청북도 청주시 상당구 방서동","654","0654","0000","청주센트럴자이","59.9530","202510","18","36,500","-","19","개인","개인","2018","단재로 316","-","중개거래","충북 청주시 상당구","-"
"120","충청북도 청주시 상당구 용암동","2542","2542","0000","중흥마을부영(2542-0)","59.9870","202510","18","16,800","-","5","개인","개인","2003","중흥로 173","-","중개거래","충북 청주시 상당구","-"
"121","충청북도 청주시 상당구 용담동","418","0418","0000","가좌마을부영(418)","84.9916","202510","18","21,000","-","13","개인","개인","2004","산성로116번길 23","-","중개거래","충북 청주시 상당구","-"
"122","충청북도 청주시 상당구 용암동","2433","2433","0000","중흥마을부영(2433)","84.9538","202510","17","21,500","603","4","개인","개인","2001","중흥로 146","-","중개거래","충북 청주시 상당구","25.10.21"
"123","충청북도 청주시 상당구 용암동","3163","3163","0000","청주동남파라곤아파트","84.9455","202510","17","42,000","-","7","개인","개인","2022","중고개로 56","-","중개거래","충북 청주시 상당구","-"
"124","충청북도 청주시 상당구 용담동","423","0423","0000","부영E그린","84.9916","202510","17","21,970","-","10","개인","개인","2003","호미로 317","-","중개거래","충북 청주시 상당구","-"
"125","충청북도 청주시 상당구 방서동","825","0825","0000","동남지구호반써밋브룩사이드","84.9481","202510","17","46,000","105","21","개인","개인","2023","동남로 2","-","중개거래","충북 청주시 상당구, 충북 청주시 서원구","25.10.30"
"126","충청북도 청주시 상당구 금천동","476","0476","0000","금천우미린","76.0938","202510","17","27,500","-","14","개인","개인","2014","꽃산동로 25","-","중개거래","충북 청주시 상당구","-"
"127","충청북도 청주시 상당구 용암동","2108","2108","0000","청주용암주공1단지아파트(해누리)","49.8000","202510","17","8,000","101","9","개인","법인","1994","원봉로 52","-","중개거래","충북 청주시 상당구","25.10.29"
"128","충청북도 청주시 상당구 용암동","2433","2433","0000","중흥마을부영(2433)","84.9538","202510","16","21,400","-","1","개인","개인","2001","중흥로 146","-","중개거래","충북 청주시 상당구","-"
"129","충청북도 청주시 상당구 용암동","2542","2542","0000","중흥마을부영(2542-0)","59.9870","202510","16","19,200","-","15","개인","개인","2003","중흥로 173","-","중개거래","충북 청주시 상당구, 충북 청주시 서원구","-"
"130","충청북도 청주시 상당구 영운동","135-19","0135","0019","두산하이츠","22.9300","202510","16","2,250","-","9","개인","개인","1992","단재로95번길 40","-","중개거래","충북 청주시 상당구","-"
