"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2999","충청북도 청주시 흥덕구 오송읍 만수리","5**","12m미만","23.00","월세","202504","26","300","42","2015","만수길","202505~202604","신규","-","","","단독다가구"
"3000","충청북도 청주시 흥덕구 오송읍 만수리","8**","12m미만","30.00","월세","202504","26","300","40","2009","만수1길","202505~202605","신규","-","","","단독다가구"
"3001","충청북도 청주시 흥덕구 오송읍 봉산리","7**","12m미만","30.42","월세","202504","26","500","52","2023","오송생명12로","202505~202605","신규","-","","","단독다가구"
"3002","충청북도 청주시 흥덕구 오송읍 만수리","6**","25m미만","50.00","월세","202504","26","250","80","2010","만수길","202504~202506","신규","-","","","단독다가구"
"3003","충청북도 청주시 흥덕구 복대동","1**","12m미만","56.55","전세","202504","26","15,000","0","2025","가로수로1346번길","202504~202704","신규","-","","","단독다가구"
"3004","충청북도 청주시 흥덕구 복대동","1**","12m미만","21.46","전세","202504","26","10,000","0","2025","가로수로1346번길","202505~202705","신규","-","","","단독다가구"
"3005","충청북도 청주시 흥덕구 복대동","1**","12m미만","40.00","월세","202504","26","2,500","55","2025","가로수로1346번길","-","-","-","","","단독다가구"
"3006","충청북도 청주시 흥덕구 복대동","1***","12m미만","29.75","월세","202504","26","200","25","1990","복대로146번길","202504~202704","신규","-","","","단독다가구"
"3007","충청북도 청주시 흥덕구 가경동","1***","12m미만","67.51","전세","202504","25","5,500","0","1998","풍년로119번길","202505~202705","신규","-","","","단독다가구"
"3008","충청북도 청주시 흥덕구 신봉동","3**","12m미만","45.12","전세","202504","25","7,000","0","2009","직지대로681번길","202505~202705","신규","-","","","단독다가구"
"3009","충청북도 청주시 흥덕구 봉명동","2**","12m미만","39.67","월세","202504","25","100","20","1989","봉명로149번길","202504~202704","신규","-","","","단독다가구"
"3010","충청북도 청주시 흥덕구 봉명동","2**","12m미만","55.00","월세","202504","25","500","86","2013","1순환로614번길","202505~202605","신규","-","","","단독다가구"
"3011","충청북도 청주시 흥덕구 복대동","8**","25m미만","30.13","월세","202504","25","300","25","","월명로13번길","202504~202704","신규","-","","","단독다가구"
"3012","충청북도 청주시 흥덕구 복대동","1**","12m미만","50.61","월세","202504","25","1,000","60","2012","가로수로1362번길","202504~202604","신규","-","","","단독다가구"
"3013","충청북도 청주시 흥덕구 복대동","3***","12m미만","25.00","월세","202504","25","300","41","2012","대신로67번길","202504~202604","신규","-","","","단독다가구"
"3014","충청북도 청주시 흥덕구 복대동","1***","8m미만","40.16","전세","202504","25","3,000","0","1990","풍산로106번길","202504~202704","신규","-","","","단독다가구"
"3015","충청북도 청주시 흥덕구 복대동","3**","12m미만","50.00","월세","202504","25","500","70","2018","죽천로124번길","202504~202604","신규","-","","","단독다가구"
"3016","충청북도 청주시 흥덕구 복대동","8**","8m미만","25.00","월세","202504","25","1,700","28","2017","봉명로90번길","202504~202604","신규","-","","","단독다가구"
"3017","충청북도 청주시 흥덕구 송절동","6**","12m미만","20.17","월세","202504","25","300","51","2020","송화로116번길","202504~202701","신규","-","","","단독다가구"
"3018","충청북도 청주시 흥덕구 가경동","1***","12m미만","50.00","월세","202504","25","2,000","45","2012","서현중로35번길","202505~202702","신규","-","","","단독다가구"
"3019","충청북도 청주시 흥덕구 가경동","1***","12m미만","28.00","월세","202504","25","200","30","2013","서현중로27번길","202505~202605","신규","-","","","단독다가구"
"3020","충청북도 청주시 흥덕구 봉명동","1***","12m미만","40.00","월세","202504","24","500","50","2018","과상미로60번길","202504~202604","신규","-","","","단독다가구"
"3021","충청북도 청주시 흥덕구 비하동","3**","8m미만","28.00","월세","202504","24","300","40","2015","2순환로","202505~202605","신규","-","","","단독다가구"
"3022","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","전세","202504","24","5,000","0","2007","덕암로103번길","-","-","-","","","단독다가구"
"3023","충청북도 청주시 흥덕구 봉명동","2***","12m미만","36.30","월세","202504","24","500","65","2017","덕암로35번길","202505~202605","신규","-","","","단독다가구"
"3024","충청북도 청주시 흥덕구 복대동","1**","12m미만","18.14","전세","202504","24","10,000","0","2025","가로수로1346번길","202505~202705","신규","-","","","단독다가구"
"3025","충청북도 청주시 흥덕구 복대동","6*","8m미만","29.75","전세","202504","24","1,500","0","2000","산단로28번길","202505~202705","신규","-","","","단독다가구"
"3026","충청북도 청주시 흥덕구 복대동","1**","12m미만","18.14","전세","202504","24","10,000","0","2025","가로수로1346번길","202505~202705","신규","-","","","단독다가구"
"3027","충청북도 청주시 흥덕구 복대동","3**","8m미만","18.50","월세","202504","24","300","45","2019","죽천로89번길","202504~202604","신규","-","","","단독다가구"
"3028","충청북도 청주시 흥덕구 복대동","1***","8m미만","243.15","월세","202504","24","200","30","1991","풍산로174번길","202505~202605","신규","-","","","단독다가구"
"3029","충청북도 청주시 흥덕구 복대동","1***","12m미만","20.00","월세","202504","24","300","36","2017","가로수로1362번길","202504~202604","신규","-","","","단독다가구"
"3030","충청북도 청주시 흥덕구 봉명동","2***","12m미만","50.13","전세","202504","24","9,500","0","2011","송절로124번길","202505~202705","신규","-","","","단독다가구"
"3031","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","30.00","전세","202504","24","4,000","0","2012","만수1길","202505~202705","신규","-","","","단독다가구"
"3032","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","28.05","월세","202504","24","300","50","2021","봉산1길","202505~202604","신규","-","","","단독다가구"
"3033","충청북도 청주시 흥덕구 봉명동","2***","12m미만","42.00","월세","202504","24","500","45","2011","월명로236번길","202504~202604","신규","-","","","단독다가구"
"3034","충청북도 청주시 흥덕구 복대동","1*","12m미만","29.70","월세","202504","23","300","36","2003","복대로200번길","202504~202604","신규","-","","","단독다가구"
"3035","충청북도 청주시 흥덕구 가경동","1***","12m미만","55.00","전세","202504","23","4,500","0","1999","장구봉로26번길","-","-","-","","","단독다가구"
"3036","충청북도 청주시 흥덕구 복대동","1***","8m미만","25.00","월세","202504","23","200","25","1990","풍산로174번길","202504~202604","신규","-","","","단독다가구"
"3037","충청북도 청주시 흥덕구 봉명동","5**","8m미만","19.50","전세","202504","23","3,000","0","2012","직지대로667번길","202505~202705","신규","-","","","단독다가구"
"3038","충청북도 청주시 흥덕구 가경동","1***","12m미만","55.00","전세","202504","23","4,300","0","1999","장구봉로26번길","-","-","-","","","단독다가구"
"3039","충청북도 청주시 흥덕구 복대동","8**","8m미만","36.36","월세","202504","23","1,000","38","2016","월명로5번길","202505~202605","신규","-","","","단독다가구"
"3040","충청북도 청주시 흥덕구 복대동","2**","8m미만","32.00","전세","202504","23","4,500","0","2012","복대로219번길","-","-","-","","","단독다가구"
"3041","충청북도 청주시 흥덕구 복대동","9**","8m미만","60.00","월세","202504","23","500","45","1981","복대로162번길","202505~202705","신규","-","","","단독다가구"
"3042","충청북도 청주시 흥덕구 복대동","5*","8m미만","19.20","월세","202504","23","200","33","2004","가로수로1312번길","202504~202604","신규","-","","","단독다가구"
"3043","충청북도 청주시 흥덕구 복대동","3*","8m미만","17.62","월세","202504","23","300","45","2021","복대로190번길","202504~202604","신규","-","","","단독다가구"
"3044","충청북도 청주시 흥덕구 복대동","1***","8m미만","46.50","월세","202504","23","100","40","1991","풍산로148번길","202504~202604","신규","-","","","단독다가구"
"3045","충청북도 청주시 흥덕구 봉명동","2***","25m미만","146.30","월세","202504","23","10,000","80","2007","덕암로108번길","202505~202705","신규","-","","","단독다가구"
"3046","충청북도 청주시 흥덕구 봉명동","9**","8m미만","42.90","월세","202504","23","500","38","2009","봉명로177번길","202505~202605","신규","-","","","단독다가구"
"3047","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","59.42","전세","202504","22","13,650","0","2023","봉산2길","202504~202704","갱신","사용","13,000","0","단독다가구"
"3048","충청북도 청주시 흥덕구 복대동","8**","8m미만","22.00","월세","202504","22","500","51","2025","월명로13번길","202504~202604","신규","-","","","단독다가구"
"3049","충청북도 청주시 흥덕구 가경동","1***","12m미만","39.42","월세","202504","22","500","40","1997","풍년로96번길","202504~202604","신규","-","","","단독다가구"
"3050","충청북도 청주시 흥덕구 가경동","1***","25m미만","99.60","월세","202504","22","500","55","1994","풍년로180번길","202505~202705","신규","-","","","단독다가구"
"3051","충청북도 청주시 흥덕구 가경동","1***","12m미만","37.31","월세","202504","21","1,000","55","2012","서경로20번길","202504~202704","신규","-","","","단독다가구"
"3052","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","51.00","월세","202504","21","1,000","70","2021","봉산1길","202504~202604","신규","-","","","단독다가구"
"3053","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","43.60","월세","202504","21","1,000","60","2023","봉산1길","202505~202705","신규","-","","","단독다가구"
"3054","충청북도 청주시 흥덕구 봉명동","1***","12m미만","46.06","월세","202504","21","500","54","1985","천석로36번길","202505~202604","신규","-","","","단독다가구"
"3055","충청북도 청주시 흥덕구 봉명동","1***","8m미만","50.00","월세","202504","21","1,000","60","2017","천수로44번길","202504~202604","신규","-","","","단독다가구"
"3056","충청북도 청주시 흥덕구 옥산면 오산리","2**","12m미만","161.04","월세","202504","21","2,000","80","2015","옥산시내2길","202504~202704","신규","-","","","단독다가구"
"3057","충청북도 청주시 흥덕구 송절동","7**","12m미만","34.50","월세","202504","21","500","70","","송화로166번길","202504~202604","신규","-","","","단독다가구"
"3058","충청북도 청주시 흥덕구 송절동","6**","25m미만","20.00","월세","202504","21","300","55","2018","송화로116번길","202505~202605","신규","-","","","단독다가구"
"3059","충청북도 청주시 흥덕구 복대동","1**","8m미만","19.81","월세","202504","20","300","38","2022","신율로179번길","202504~202604","신규","-","","","단독다가구"
"3060","충청북도 청주시 흥덕구 봉명동","2**","8m미만","25.00","월세","202504","20","300","41","2011","봉명로150번길","202504~202604","신규","-","","","단독다가구"
"3061","충청북도 청주시 흥덕구 가경동","1**","12m미만","20.00","월세","202504","20","1,000","41","2023","가경로101번길","-","-","-","","","단독다가구"
"3062","충청북도 청주시 흥덕구 오송읍 궁평리","2**","8m미만","49.92","월세","202504","20","500","50","","궁평길","202505~202705","신규","-","","","단독다가구"
