"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)","","","","","","","","","","","","","","","","","","","",""
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"□ 검색조건","","","","","","","","","","","","","","","","","","","",""
"계약일자 : 2025-01-01 ~ 2025-11-03","","","","실거래 구분 : 아파트(매매)","","","","","주소구분 : 지번 주소","","","","","","","","","","",""
"시도 : 충청북도","","","","시군구 : 청주시 서원구","","","","","읍면동 : 전체","","","","","","","","","","",""
"단지명 : 전체","","","","면적 : 전체","","","","","금액선택 : 전체","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자","주택유형"
"31","충청북도 청주시 서원구 죽림동","295","0295","0000","청주가경3주공","51.7400","202510","24","15,900","-","11","개인","법인","2003","대림로 493","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-","아파트"
"32","충청북도 청주시 서원구 분평동","1261","1261","0000","주공4단지2차","49.7700","202510","24","11,000","-","7","개인","개인","1998","1순환로1137번길 80","-","직거래","-","-","아파트"
"33","충청북도 청주시 서원구 개신동","635","0635","0000","주공뜨란채","59.4200","202510","23","17,500","-","13","개인","개인","2000","경신로 68","-","중개거래","충북 청주시 서원구","-","아파트"
"34","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","49.9300","202510","23","14,100","제111동","11","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","25.10.27","아파트"
"35","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","84.8500","202510","23","34,800","-","21","개인","개인","2021","쌍샘로 22","-","중개거래","충북 청주시 서원구","-","아파트"
"36","충청북도 청주시 서원구 분평동","1200","1200","0000","주공3단지2차","39.6900","202510","23","8,900","-","4","개인","개인","1997","1순환로1137번길 130","-","중개거래","충북 청주시 서원구","-","아파트"
"37","충청북도 청주시 서원구 사직동","937","0937","0000","푸르지오캐슬(401~413)","84.4000","202510","23","31,800","-","7","개인","개인","2010","창직로 50","-","중개거래","충북 청주시 상당구, 충북 청주시 서원구","-","아파트"
"38","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","59.7600","202510","22","28,400","107동","15","개인","개인","2021","쌍샘로 22","-","중개거래","충북 청주시 서원구, 충북 청주시 청원구","25.10.27","아파트"
"39","충청북도 청주시 서원구 모충동","88-4","0088","0004","남부상가","57.2900","202510","22","4,300","-","5","개인","개인","1981","구룡산로405번길 54","-","중개거래","충북 청주시 서원구","-","아파트"
"40","충청북도 청주시 서원구 분평동","1261","1261","0000","주공4단지2차","39.6900","202510","22","8,930","-","10","개인","개인","1998","1순환로1137번길 80","-","중개거래","충북 청주시 서원구","-","아파트"
"41","충청북도 청주시 서원구 개신동","634","0634","0000","청주개신푸르지오","84.7858","202510","22","29,000","-","4","개인","개인","2004","신율로 13","-","중개거래","충북 청주시 서원구","-","아파트"
"42","충청북도 청주시 서원구 분평동","1261","1261","0000","주공4단지2차","49.7700","202510","22","11,400","414동","13","개인","개인","1998","1순환로1137번길 80","-","중개거래","충북 청주시 서원구","25.10.24","아파트"
"43","충청북도 청주시 서원구 분평동","274","0274","0000","분평리슈빌1단지","134.7217","202510","22","41,000","103","6","개인","개인","2008","매봉로 26-1","-","직거래","-","25.10.22","아파트"
"44","충청북도 청주시 서원구 성화동","939","0939","0000","성화호반베르디움","84.8572","202510","21","33,000","107","2","개인","개인","2012","구룡산로 24","-","중개거래","충북 청주시 서원구","25.10.21","아파트"
"45","충청북도 청주시 서원구 모충동","251-1","0251","0001","형석","49.5900","202510","21","8,500","마","5","개인","개인","1985","남들로35번길 61","-","직거래","-","25.10.29","아파트"
"46","충청북도 청주시 서원구 사직동","358-5","0358","0005","덕희","22.2000","202510","21","2,900","101","7","개인","개인","1994","남사로 14","-","중개거래","충북 청주시 흥덕구","25.10.21","아파트"
"47","충청북도 청주시 서원구 분평동","1200","1200","0000","분평주공3","59.9900","202510","21","14,800","-","4","개인","개인","1997","1순환로1137번길 130","-","중개거래","충북 청주시 서원구","-","아파트"
"48","충청북도 청주시 서원구 산남동","669","0669","0000","유승한내들","59.8886","202510","21","19,500","102","11","개인","개인","2007","두꺼비로 109","-","중개거래","충북 청주시 서원구","25.10.21","아파트"
"49","충청북도 청주시 서원구 죽림동","295","0295","0000","청주가경3주공","51.7400","202510","21","15,400","-","8","개인","법인","2003","대림로 493","-","중개거래","충북 청주시 서원구","-","아파트"
"50","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","49.9300","202510","21","14,600","-","21","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","-","아파트"
"51","충청북도 청주시 서원구 모충동","117-2","0117","0002","서원아파트","30.7800","202510","21","3,850","-","3","개인","개인","1987","구룡산로389번길 79","-","중개거래","충북 청주시 상당구","-","아파트"
"52","충청북도 청주시 서원구 개신동","634","0634","0000","청주개신푸르지오","84.7750","202510","20","28,000","-","4","개인","개인","2004","신율로 13","-","중개거래","충북 청주시 서원구","-","아파트"
"53","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","59.9000","202510","20","17,000","-","5","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","-","아파트"
"54","충청북도 청주시 서원구 성화동","939","0939","0000","성화호반베르디움","84.8572","202510","20","35,000","-","20","개인","개인","2012","구룡산로 24","-","중개거래","충북 청주시 서원구","-","아파트"
"55","충청북도 청주시 서원구 사직동","931","0931","0000","푸르지오캐슬(101~117)","84.4000","202510","20","29,600","-","15","개인","개인","2010","예체로 68","-","중개거래","충북 청주시 서원구","-","아파트"
"56","충청북도 청주시 서원구 분평동","1360","1360","0000","분평주공5단지아파트","59.7100","202510","20","14,000","-","12","개인","개인","1998","분평로 88-1","-","중개거래","충북 청주시 서원구","-","아파트"
"57","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","84.8800","202510","19","35,500","-","13","개인","개인","2021","쌍샘로 22","-","중개거래","충북 청주시 서원구","-","아파트"
"58","충청북도 청주시 서원구 개신동","443","0443","0000","두진백로","88.5600","202510","18","13,000","-","8","개인","개인","1993","모충로 38","-","중개거래","충북 청주시 서원구","-","아파트"
"59","충청북도 청주시 서원구 분평동","1386","1386","0000","분평주공7","84.9000","202510","18","18,800","-","12","개인","개인","1997","분평로 18","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-","아파트"
"60","충청북도 청주시 서원구 분평동","1249","1249","0000","현대대우8단지","134.6400","202510","18","32,000","-","15","개인","개인","1999","월평로 28","-","중개거래","충북 청주시 서원구","-","아파트"
"61","충청북도 청주시 서원구 사직동","928","0928","0000","푸르지오캐슬(301~302)","59.7400","202510","18","27,000","-","6","개인","개인","2010","창신로12번길 66","-","중개거래","충북 청주시 서원구","-","아파트"
"62","충청북도 청주시 서원구 개신동","635","0635","0000","주공뜨란채","59.4200","202510","18","16,200","209","5","개인","개인","2000","경신로 68","-","중개거래","충북 청주시 서원구","25.10.27","아파트"
"63","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","49.9300","202510","18","13,500","제111동","7","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","25.10.27","아파트"
"64","충청북도 청주시 서원구 개신동","634","0634","0000","청주개신푸르지오","84.7750","202510","18","29,100","-","18","개인","개인","2004","신율로 13","-","중개거래","충북 청주시 서원구","-","아파트"
"65","충청북도 청주시 서원구 개신동","10","0010","0000","삼익1","84.9600","202510","18","13,000","-","2","개인","개인","1991","예체로7번길 48","-","중개거래","충북 청주시 서원구","-","아파트"
"66","충청북도 청주시 서원구 개신동","10","0010","0000","삼익1","84.9600","202510","18","15,000","-","6","개인","개인","1991","예체로29번길 9","-","중개거래","충북 청주시 서원구","-","아파트"
"67","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","59.9000","202510","18","17,450","제110동","8","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","25.10.24","아파트"
"68","충청북도 청주시 서원구 개신동","634","0634","0000","청주개신푸르지오","84.7750","202510","18","27,000","404","6","개인","개인","2004","신율로 13","-","중개거래","충북 청주시 서원구","25.10.23","아파트"
"69","충청북도 청주시 서원구 개신동","11","0011","0000","삼익2","123.9000","202510","18","20,800","-","7","개인","개인","1993","창직로12번길 65","-","중개거래","충북 청주시 서원구","-","아파트"
"70","충청북도 청주시 서원구 산남동","671","0671","0000","산남퀸덤아파트","84.9306","202510","18","28,700","-","9","개인","개인","2007","두꺼비로 93","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","-","아파트"
"71","충청북도 청주시 서원구 산남동","669","0669","0000","유승한내들","59.8886","202510","18","20,000","-","9","개인","개인","2007","두꺼비로 109","-","중개거래","충북 청주시 서원구","-","아파트"
"72","충청북도 청주시 서원구 수곡동","1057","1057","0000","더샵청주퍼스트파크","84.9616","202510","18","43,300","-","10","개인","개인","2021","수곡로 20","-","중개거래","충북 청주시 서원구","-","아파트"
"73","충청북도 청주시 서원구 수곡동","1002","1002","0000","두진백로","59.7600","202510","18","14,200","-","4","개인","개인","1995","수곡로 36","-","중개거래","충북 청주시 서원구","-","아파트"
"74","충청북도 청주시 서원구 수곡동","314","0314","0000","산남주공4단지아파트","49.9400","202510","18","11,000","-","9","개인","개인","1993","구룡산로 275-13","-","중개거래","충북 청주시 서원구","-","아파트"
"75","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","59.9600","202510","18","29,000","-","15","개인","개인","2021","쌍샘로 22","-","중개거래","충북 청주시 서원구","-","아파트"
"76","충청북도 청주시 서원구 분평동","274","0274","0000","분평리슈빌1단지","166.7662","202510","17","40,000","-","3","개인","개인","2008","매봉로 26-1","-","중개거래","충북 청주시 상당구","-","아파트"
"77","충청북도 청주시 서원구 분평동","274","0274","0000","분평리슈빌1단지","166.7662","202510","17","40,000","-","3","개인","개인","2008","매봉로 26-1","-","중개거래","충북 청주시 상당구","-","아파트"
"78","충청북도 청주시 서원구 사직동","937","0937","0000","푸르지오캐슬(401~413)","84.4000","202510","17","31,500","-","5","개인","개인","2010","창직로 50","-","중개거래","충북 청주시 서원구","-","아파트"
