□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,,,,
계약일자 : 2025-01-01 ~ 2025-11-06,,,,,,,,,,,,,,,,,,,,
실거래구분 : 아파트(전월세),,,,,,,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,,,,,,
시도 : 충청북도,,,,,,,,,,,,,,,,,,,,
시군구 : 청주시 서원구,,,,,,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
86,충청북도 청주시 서원구 산남동,1094,1094,0,부영사랑으로,전세,59.9364,202510,25,"18,900",0,5,2007,원흥로 14,202602~202802,신규,-,,,아파트
87,충청북도 청주시 서원구 분평동,1200,1200,0,분평주공3,전세,59.99,202510,25,"12,800",0,20,1997,1순환로1137번길 130,202511~202711,신규,-,,,아파트
88,충청북도 청주시 서원구 수곡동,337,337,0,주공3,월세,41.3,202510,25,300,35,10,1991,매봉로 82,-,-,-,,,아파트
89,충청북도 청주시 서원구 수곡동,337,337,0,주공3,월세,41.3,202510,25,300,35,10,1991,매봉로 82,202511~202711,신규,-,,,아파트
90,충청북도 청주시 서원구 수곡동,324,324,0,주공1,전세,39.69,202510,25,"7,000",0,3,1990,구룡산로 319,202511~202711,신규,-,,,아파트
91,충청북도 청주시 서원구 수곡동,324,324,0,주공1,월세,39.3,202510,25,300,25,5,1990,구룡산로 319,202510~202710,신규,-,,,아파트
92,충청북도 청주시 서원구 수곡동,348,348,0,산남주공3,월세,59.28,202510,24,"5,000",35,3,1991,매봉로 64,202511~202711,신규,-,,,아파트
93,충청북도 청주시 서원구 분평동,1211,1211,0,분평1단지뜨란채,전세,59.45,202510,24,"12,000",0,14,2000,월평로 25,202512~202806,신규,-,,,아파트
94,충청북도 청주시 서원구 수곡동,324,324,0,주공1,전세,46.68,202510,24,"6,000",0,5,1990,매봉로 101,-,-,-,,,아파트
95,충청북도 청주시 서원구 개신동,613,613,0,휴먼시아,전세,49.93,202510,24,"12,500",0,19,2001,경신로 67,202510~202710,갱신,-,"11,500",0,아파트
96,충청북도 청주시 서원구 수곡동,324,324,0,주공1,전세,39.69,202510,24,"5,000",0,2,1990,구룡산로 319,202511~202711,신규,-,,,아파트
97,충청북도 청주시 서원구 분평동,1261,1261,0,주공4단지2차,전세,49.77,202510,23,"9,450",0,5,1998,1순환로1137번길 80,202510~202710,갱신,-,"9,450",0,아파트
98,충청북도 청주시 서원구 모충동,553,553,0,청주모충LH트릴로채,전세,84.88,202510,23,"30,000",0,26,2021,쌍샘로 22,202601~202701,신규,-,,,아파트
99,충청북도 청주시 서원구 분평동,1202,1202,0,분평주공2,전세,59.99,202510,23,"10,500",0,19,1997,1순환로1137번길 129,202511~202711,갱신,사용,"10,500",0,아파트
100,충청북도 청주시 서원구 개신동,590,590,0,그린빌,전세,84.86,202510,23,"23,000",0,17,2003,신율로 43,202511~202711,갱신,사용,"23,500",0,아파트
101,충청북도 청주시 서원구 수곡동,337,337,0,주공3,월세,41.3,202510,23,300,35,12,1991,매봉로 82,202510~202610,신규,-,,,아파트
102,충청북도 청주시 서원구 개신동,613,613,0,휴먼시아,월세,49.93,202510,23,"12,500",5,11,2001,경신로 67,202511~202712,갱신,사용,"13,000",0,아파트
103,충청북도 청주시 서원구 개신동,590,590,0,그린빌,전세,84.86,202510,23,"23,400",0,17,2003,신율로 43,202511~202711,갱신,사용,"23,500",0,아파트
104,충청북도 청주시 서원구 개신동,590,590,0,그린빌,전세,84.86,202510,23,"23,400",0,17,2003,신율로 43,202511~202711,갱신,사용,"23,500",0,아파트
105,충청북도 청주시 서원구 수곡동,154,154,0,대림1,월세,65.25,202510,23,"2,000",50,2,1985,구룡산로 327,202510~202710,신규,-,,,아파트
106,충청북도 청주시 서원구 분평동,1249,1249,0,현대대우8단지,전세,181.62,202510,23,"33,500",0,2,1999,월평로 28,202511~202711,갱신,-,"32,000",0,아파트
107,충청북도 청주시 서원구 수곡동,1057,1057,0,더샵청주퍼스트파크,전세,84.9722,202510,23,"37,000",0,13,2021,수곡로 20,202510~202710,신규,-,,,아파트
108,충청북도 청주시 서원구 모충동,516,516,0,주공2,전세,39.3,202510,22,"8,000",0,4,1989,모충로 61,202511~202711,신규,-,,,아파트
109,충청북도 청주시 서원구 분평동,1202,1202,0,분평주공2,전세,59.71,202510,22,"13,000",0,12,1997,1순환로1137번길 129,202511~202711,신규,-,,,아파트
110,충청북도 청주시 서원구 분평동,275-1,275,1,대승스카이빌,월세,34.8899,202510,22,500,45,14,2001,안뜸로12번길 13,202512~202712,신규,-,,,아파트
111,충청북도 청주시 서원구 수곡동,231-2,231,2,선광한빛,월세,29.16,202510,22,"1,000",35,3,1998,매봉로60번길 18,202510~202710,신규,-,,,아파트
112,충청북도 청주시 서원구 수곡동,776,776,0,세원홍실,월세,138.81,202510,22,"2,000",100,3,1996,수곡로 88,202511~202711,신규,-,,,아파트
113,충청북도 청주시 서원구 산남동,1094,1094,0,부영사랑으로,전세,59.9364,202510,22,"18,900",0,9,2007,원흥로 14,202511~202711,신규,-,,,아파트
114,충청북도 청주시 서원구 모충동,452,452,0,주공1,월세,38.52,202510,22,500,40,4,1985,쌍샘로 81,202510~202710,신규,-,,,아파트
115,충청북도 청주시 서원구 사창동,285-12,285,12,주성,전세,60.03,202510,22,"7,500",0,4,1977,1순환로 689,202511~202711,신규,-,,,아파트
116,충청북도 청주시 서원구 개신동,708,708,0,라임스토리,월세,23.18,202510,22,300,30,2,2012,복대로17번길 23,202510~202701,신규,-,,,아파트
117,충청북도 청주시 서원구 남이면 척북리,7-74,74,7,삼포,월세,59.86,202510,21,"4,000",10,13,2000,저산척북로 636-10,202511~202711,신규,-,,,아파트
118,충청북도 청주시 서원구 사직동,937,937,0,푸르지오캐슬(401~413),월세,84.4,202510,21,"13,636",18,5,2010,창직로 50,202511~202711,갱신,-,"5,566",41,아파트
119,충청북도 청주시 서원구 모충동,553,553,0,청주모충LH트릴로채,전세,84.88,202510,21,"30,000",0,9,2021,쌍샘로 22,202601~202801,신규,-,,,아파트
120,충청북도 청주시 서원구 사직동,937,937,0,푸르지오캐슬(401~413),월세,84.4,202510,21,"13,636",18,12,2010,창직로 50,202511~202706,갱신,-,"3,896",49,아파트
121,충청북도 청주시 서원구 사직동,937,937,0,푸르지오캐슬(401~413),전세,84.4,202510,21,"19,481",0,12,2010,창직로 50,202511~202711,갱신,-,"18,554",0,아파트
122,충청북도 청주시 서원구 수곡동,1002,1002,0,두진백로,전세,59.76,202510,21,"13,000",0,15,1995,수곡로 36,202511~202711,갱신,사용,"12,500",0,아파트
123,충청북도 청주시 서원구 수곡동,337,337,0,주공3,전세,49.94,202510,21,"8,400",0,15,1991,매봉로 82,202511~202711,신규,-,,,아파트
124,충청북도 청주시 서원구 성화동,708,708,0,성화휴먼시아4단지,월세,36.5,202510,20,"1,712",14,9,2010,장전로 11,202601~202712,신규,-,,,아파트
125,충청북도 청주시 서원구 수곡동,314,314,0,산남주공4단지아파트,월세,49.94,202510,20,"2,000",35,3,1993,구룡산로 275-13,202511~202711,신규,-,,,아파트
126,충청북도 청주시 서원구 수곡동,153-3,153,3,삼일맨션,전세,84.965,202510,20,"7,250",0,6,1986,구룡산로337번길 33,202511~202711,신규,-,,,아파트
127,충청북도 청주시 서원구 분평동,1202,1202,0,분평주공2,월세,59.99,202510,20,"1,000",68,13,1997,1순환로1137번길 129,202511~202711,신규,-,,,아파트
128,충청북도 청주시 서원구 분평동,1200,1200,0,분평주공3,전세,59.99,202510,20,"13,500",0,18,1997,1순환로1137번길 130,202510~202710,갱신,-,"14,500",0,아파트
129,충청북도 청주시 서원구 성화동,939,939,0,성화호반베르디움,전세,84.8572,202510,20,"32,000",0,6,2012,구룡산로 24,202511~202711,신규,-,,,아파트
130,충청북도 청주시 서원구 남이면 가마리,378,378,0,청주가마힐데스하임,전세,80.0331,202510,19,"26,000",0,16,2016,2순환로 1717,202510~202710,신규,-,,,아파트
131,충청북도 청주시 서원구 수곡동,1057,1057,0,더샵청주퍼스트파크,전세,101.9904,202510,19,"40,000",0,16,2021,수곡로 20,202512~202712,신규,-,,,아파트
132,충청북도 청주시 서원구 산남동,1103,1103,0,청주현진에버빌,월세,84.993,202510,19,"5,000",100,11,2006,탑골로 6,202512~202712,신규,-,,,아파트
133,충청북도 청주시 서원구 개신동,635,635,0,주공뜨란채,전세,59.42,202510,18,"15,700",0,3,2000,경신로 68,202512~202712,신규,-,,,아파트
134,충청북도 청주시 서원구 모충동,553,553,0,청주모충LH트릴로채,월세,74.77,202510,18,"10,000",80,8,2021,쌍샘로 22,202601~202710,신규,-,,,아파트
135,충청북도 청주시 서원구 분평동,1202,1202,0,분평주공2,월세,59.71,202510,18,"13,000",10,9,1997,1순환로1137번길 129,202511~202711,신규,-,,,아파트
